date,JNJ,UNH,PFE,MRK,ABBV,MDT,AMGN,ABT,LLY,BMY,GILD,TMO,CVS,BIIB,ANTM,BDX,AET,AGN,DHR,CELG,ISRG,SYK,ILMN,ESRX,BSX,HUM,VRTX,CI,ZTS,BAX,HCA,REGN,CNC,EW,ALGN,ALXN,MCK,ZBH,A,IDXX,IQV,CERN,MYL,LH,CAH,ABMD,RMD,MTD,WAT,DGX,ABC,COO,INCY,HSIC,UHS,HOLX,NKTR,PKI,VAR,PRGO,DVA,XRAY,EVHC
2013-09-23,77.649,66.3797,24.0956,40.7474,39.5531,48.5179,102.1567,31.484,46.0726,40.8713,57.4073,91.4027,52.8261,242.674,76.7415,93.9146,60.7161,135.0552,51.249,73.39,123.6099,66.4228,81.62,62.28,11.5,91.8156,75.589,78.1136,30.3964,35.7861,41.6098,295.76,30.595,34.635,47.45,112.5,125.1689,80.4422,35.1754,49.595,44.86,49.26,38.07,99.44,47.6375,18.88,47.9666,239.97,105.96,56.4417,57.0853,129.0261,35.44,52.5,72.2177,20.07,13.74,36.8558,67.5402,121.0242,57.95,42.8825,
2013-09-24,76.8907,66.8418,24.0203,40.6192,38.6125,48.22,101.917,30.8027,45.5428,41.1084,57.5541,90.913,52.572,243.54,77.7937,93.1864,61.3887,135.7665,50.7995,73.22,121.2965,66.0776,80.96,60.94,11.46,92.4997,74.53,78.1835,30.3001,35.4972,41.06,295.11,32.38,34.845,47.48,113.59,123.6321,80.3559,35.1278,49.005,44.76,48.89,38.13,99.17,46.8771,20.45,47.7214,239.4,106.66,56.2159,56.4734,127.5686,36.04,52.035,71.8241,20.485,13.67,36.8169,66.6547,120.9464,57.6,42.7074,
2013-09-25,75.8971,66.5276,23.8362,40.7389,38.0667,47.6605,99.8748,30.1841,45.6991,40.924,56.6276,90.4722,52.4449,241.512,77.1845,92.4121,61.4929,135.5327,51.3413,72.781,122.4365,64.1745,80.3,62.63,11.45,91.2856,74.67,78.1935,29.8959,33.2257,41.6345,292.23,31.975,34.225,47.42,113.05,124.1831,78.5015,35.2844,48.845,44.69,48.99,38.14,98.75,46.8771,18.93,47.8576,240.38,106.72,56.1707,56.5661,129.0161,36.57,51.705,72.5129,20.33,13.41,36.5735,65.8046,119.7599,57.37,42.2911,
2013-09-26,75.8884,66.6939,23.8613,40.7474,37.7896,47.7778,100.2033,30.1751,44.3354,41.205,57.6091,91.0991,52.7989,243.05,77.6275,93.0297,61.3603,139.0211,51.4298,74.945,122.7965,64.0574,82.23,62.54,11.67,90.6189,76.53,77.914,30.3964,33.0514,41.9713,305.53,32.085,34.29,48.08,115.97,124.1444,79.0204,35.4614,49.13,45.1,48.73,38.37,98.87,46.8055,18.64,48.0393,242.56,107.73,56.3604,56.7052,129.7548,37.54,52.055,73.0836,20.41,13.85,37.0992,65.6009,119.4876,57.6,42.369,
2013-09-27,75.5921,66.5368,24.1625,40.8414,37.2269,47.832,100.5052,29.709,43.8663,40.564,58.288,91.0991,52.4631,244.82,77.4799,92.0802,61.0761,140.6094,51.5035,77.305,122.4865,63.355,81.01,61.93,11.52,90.7155,76.098,77.5246,29.9825,33.0663,41.6741,305.65,32.315,34.395,47.78,116.42,124.966,79.078,35.2294,49.285,44.93,52.61,38.32,98.63,47.0417,18.75,47.8576,240.19,107.28,56.0245,56.8164,130.3038,37.57,51.74,73.1033,20.91,10.541,37.0992,65.6894,120.3045,56.98,42.2522,
2013-09-30,75.5572,66.1856,24.0328,40.6867,37.5628,48.0576,99.382,29.7538,43.7186,40.6343,57.6733,90.2568,51.51,240.76,77.1661,92.2001,60.6404,140.3171,51.0981,77.0685,125.4232,63.2988,80.83,61.8,11.74,90.1841,75.82,76.7359,29.9536,32.7226,42.3477,312.87,31.98,34.815,48.1,116.16,124.0091,78.9243,34.9701,49.825,44.88,52.55,38.17,99.14,46.9247,19.06,47.9666,240.09,106.21,56.0881,56.6495,129.4653,38.15,51.8825,73.7921,20.65,10.445,36.7487,66.1765,119.9933,56.9,42.2765,
2013-10-01,76.237,67.0821,24.1709,41.6533,38.4614,48.3013,101.7394,30.2827,44.014,41.4771,57.6091,90.9424,52.2271,244.92,79.4734,93.0297,61.4739,141.389,51.2086,78.6,124.1332,63.6453,81.19,62.63,11.76,92.136,77.02,78.4231,30.5889,32.6678,44.1803,316.632,32.485,35.655,49.26,117.39,127.1214,79.1837,35.4136,51.37,44.67,53.97,39.45,98.95,47.7615,19.14,48.5024,242.53,105.7,56.4148,57.929,130.5334,40.0,52.591,74.4613,20.84,10.45,36.9434,66.7167,121.7633,57.77,42.4762,
2013-10-02,76.0801,67.0729,24.2713,41.3371,38.5873,48.5553,100.3898,30.3903,43.901,41.5125,57.2422,90.5996,51.8277,246.23,79.9256,92.7808,61.3413,142.6362,50.958,77.965,123.1999,63.4393,80.71,62.41,11.75,91.6722,76.74,78.2934,30.8006,31.8259,44.9134,313.67,32.15,35.915,48.87,116.75,126.1838,79.7698,35.1884,51.39,44.04,53.78,39.49,99.83,47.8785,18.89,48.3026,241.3,105.65,56.7961,57.6694,129.2457,40.38,52.555,75.4551,21.0,10.3,36.8558,66.389,121.6758,57.94,42.7001,
2013-10-03,75.4613,67.0267,24.0705,41.3286,38.6377,48.1198,98.6654,29.8434,42.3896,41.1852,56.6092,89.4634,51.4102,233.84,79.8149,91.7207,60.8393,140.7946,50.1177,76.31,120.3132,63.0647,78.84,61.63,11.66,91.1987,77.16,77.9739,30.3001,32.1099,45.5077,303.57,32.285,36.095,47.87,114.22,125.2366,79.4239,34.8404,50.63,43.25,53.57,39.99,99.8,48.1395,19.1,48.4661,238.84,104.59,56.7325,56.9462,126.6402,40.82,51.955,75.7996,20.86,10.4,36.5054,65.8488,121.7731,57.67,42.0866,
2013-10-04,76.0976,67.4611,24.2629,41.2175,39.3011,48.4011,100.2566,30.0855,42.0248,42.0344,57.8293,90.4624,51.628,240.3,80.4886,92.5688,62.9326,143.1429,50.5084,78.635,121.4265,63.4018,81.19,62.53,11.69,93.2859,77.21,79.102,30.8487,32.3838,45.6662,308.6,32.775,36.405,45.8,116.44,127.4597,80.1253,35.3317,50.995,43.98,54.71,40.25,100.47,48.4544,19.23,49.0473,239.76,105.0,56.0971,57.9198,126.8498,40.11,52.65,76.4195,20.75,10.68,36.7779,66.3624,125.5077,58.37,43.3233,
2013-10-07,75.47,66.7032,23.945,40.9269,38.7049,47.8295,97.868,30.0317,41.3907,41.5921,56.6643,89.8356,51.4919,236.59,79.6303,91.6562,61.9002,140.473,50.0218,76.935,126.9965,63.252,78.63,62.6,11.63,91.5175,75.48,78.0138,30.7332,32.2992,45.8247,298.95,32.405,36.29,45.02,114.49,125.2946,79.9524,34.8882,50.8,42.55,54.19,40.055,100.05,48.4634,19.68,48.7476,238.3,103.81,56.5056,57.4562,126.191,38.27,51.91,75.6716,20.56,10.3,36.2523,66.0259,125.6535,58.0,42.7878,
2013-10-08,74.6159,66.0655,23.6271,40.8072,37.3865,47.5936,95.6837,29.5924,41.7381,41.2206,54.4718,88.817,51.7823,225.499,78.7904,90.6422,61.0735,136.2245,49.6164,74.265,127.0765,63.3176,75.58,61.8,11.46,89.8652,72.22,77.275,30.3482,32.085,45.379,287.68,32.095,36.195,44.03,108.47,129.2478,80.1061,34.2059,50.605,41.58,53.17,38.87,100.07,47.8695,19.75,48.0393,233.71,102.74,56.1607,56.733,124.7435,35.63,51.49,74.6679,20.65,9.895,35.7168,66.7875,124.6615,57.51,42.3885,
2013-10-09,74.9209,65.973,23.6689,40.397,37.63,48.138,94.3696,29.7359,41.66,41.0526,54.0315,88.0824,52.6809,223.85,78.9658,91.352,60.6745,133.7885,49.4911,73.435,129.7199,64.0949,75.95,61.55,11.72,90.0681,70.15,77.0554,30.252,32.3789,45.5771,281.56,32.1,36.44,44.02,105.48,129.0158,81.3744,34.083,50.675,42.22,52.7,38.92,100.14,47.6446,19.57,49.3106,233.98,102.34,56.0064,56.8072,125.2925,34.71,52.36,74.7958,21.51,9.6,35.3664,66.8052,124.9047,57.36,42.3885,
2013-10-10,76.5072,68.3761,24.0705,40.585,38.7061,49.2357,97.6017,30.285,42.6936,42.3175,57.5541,90.3743,53.2981,234.17,81.6146,93.2509,62.4322,137.082,50.8474,76.275,129.0699,65.0126,78.002,62.54,11.88,92.5322,70.99,78.9523,31.1471,32.8571,45.2205,294.08,32.88,36.87,42.52,108.674,133.2687,82.5659,34.7927,51.575,42.57,54.51,39.74,99.03,49.2192,19.74,50.7727,240.31,103.87,53.2469,57.8827,127.0495,37.23,53.375,75.2387,21.42,10.04,36.0478,68.5143,126.276,58.12,42.9338,
2013-10-11,77.9627,68.6441,24.0286,40.4141,38.6807,49.889,98.4629,30.3931,42.4591,42.176,57.5082,91.0501,54.0696,234.8,81.8084,94.7719,62.2327,138.0857,51.1865,76.585,130.0599,65.7618,81.0,63.06,11.87,92.4259,70.92,79.4714,31.1856,32.877,46.1219,290.3,33.0,36.99,43.35,108.81,133.6843,83.2673,35.1134,52.085,42.23,54.68,39.91,100.48,49.1922,19.83,50.9815,241.85,104.48,52.7567,58.0866,129.4553,37.05,53.65,76.449,22.15,9.76,36.2717,68.7977,126.0328,57.95,43.4012,
2013-10-14,78.2678,69.06,24.5557,39.9526,39.2569,50.0704,99.0756,30.6091,42.5894,42.1671,58.5907,90.7563,54.1786,238.84,81.8361,94.7258,62.2422,138.0272,51.2676,77.17,133.8932,66.3144,81.2,63.07,12.21,92.4452,73.71,79.122,31.0797,33.1161,45.8941,295.63,33.03,37.455,43.46,107.01,134.0516,84.2186,35.0452,53.09,42.02,55.95,39.48,100.63,49.3812,20.3,50.8817,243.35,104.18,53.2197,58.5131,129.3754,37.34,54.085,76.3014,22.19,9.89,36.2425,69.0191,127.3555,57.55,43.557,
2013-10-15,78.3811,68.2744,24.3968,39.7988,39.0451,49.517,98.9513,30.348,42.3983,41.9194,58.343,89.9531,53.6067,236.47,81.19,93.1587,61.6246,136.9456,50.8769,77.625,130.0699,65.6869,80.23,63.42,12.08,91.6238,73.35,78.0238,30.868,33.0165,45.4681,290.43,32.71,37.515,43.01,108.24,133.3363,82.9983,34.7176,52.59,41.99,55.22,39.19,99.46,49.1112,20.06,50.1007,239.67,103.11,52.557,58.235,127.6385,37.19,54.225,75.7996,22.08,9.58,35.5221,68.2221,127.0443,57.18,43.1286,
2013-10-16,79.4096,69.4944,24.9322,40.3116,39.8755,50.3335,101.473,32.3196,42.4852,43.1667,60.2235,91.5888,53.6975,241.18,82.7498,94.8364,62.3752,140.3658,50.9727,79.165,133.7759,66.9793,82.62,63.94,12.38,93.3728,75.46,80.34,31.6573,33.6541,45.7851,307.65,33.19,38.335,43.72,110.96,136.0814,84.2858,35.1816,52.9,43.12,56.51,39.69,101.13,49.9751,20.29,50.7727,241.01,104.11,53.3286,59.1065,127.6884,39.11,54.8645,76.3703,22.225,10.15,35.7465,69.8426,128.3183,57.84,43.3331,
2013-10-17,80.1591,65.9638,25.3171,40.2603,40.816,51.0956,102.8671,33.463,43.1714,43.9362,61.7922,93.6555,54.6678,247.101,81.7623,95.9519,60.9785,143.1137,53.3021,80.0,133.0432,67.9439,82.1,64.18,12.38,90.6865,76.86,77.3549,31.792,33.4947,46.9342,307.86,32.75,38.535,45.93,110.79,138.0435,84.4396,35.9254,53.12,43.53,57.12,39.71,102.55,50.9198,20.42,50.7364,245.15,106.35,53.4647,59.9132,126.9097,38.35,55.495,77.866,22.02,10.61,36.7706,69.5592,128.5615,57.86,44.2192,
2013-10-18,79.8628,63.5515,25.5263,39.833,40.9516,51.3405,102.0395,33.571,43.0498,43.9805,62.5719,94.1452,55.5881,244.904,79.7226,96.6156,60.2659,143.1624,53.0736,80.275,125.5079,68.7961,81.43,63.76,12.28,88.1549,77.06,74.829,31.9749,32.877,48.0833,303.56,33.04,38.6,57.98,108.43,136.7193,85.4677,36.1574,53.235,43.93,57.77,38.55,100.2,50.317,20.16,51.0542,247.31,106.48,52.5752,59.9039,125.7018,38.04,55.745,79.0764,22.28,10.24,36.8389,69.6389,129.0088,58.06,44.5016,
2013-10-21,79.488,63.0339,25.4342,39.7475,40.9685,51.2498,100.9048,33.1839,43.128,43.5824,61.4528,93.2931,55.0141,243.07,80.8486,96.8091,60.0379,142.8506,53.022,79.615,124.0065,68.5152,81.76,64.29,12.22,88.4158,74.64,75.8273,31.5418,32.5034,47.0828,294.89,33.055,38.895,58.25,105.88,136.3037,84.8623,35.475,52.985,43.98,58.07,38.56,99.32,50.011,20.33,51.1632,247.11,106.21,52.8112,59.2178,127.1493,37.17,55.67,79.1157,22.43,10.26,36.7413,69.2759,127.6473,57.0,44.5308,
2013-10-22,80.499,63.6439,25.6685,39.7134,41.5193,51.4675,103.1868,33.3279,43.5623,43.9893,62.4619,93.8514,55.9252,250.6,81.6146,97.1963,60.608,143.1332,53.2505,80.421,122.7662,68.8617,90.05,64.38,12.29,89.6913,77.62,76.3465,31.2915,32.5283,46.5578,304.49,32.96,39.06,56.67,107.72,137.3765,85.2467,34.8132,51.615,44.11,58.19,38.995,100.88,49.4172,20.18,51.6808,246.18,99.83,53.0109,59.1158,128.1775,38.51,55.65,78.7811,22.52,10.49,36.7803,68.4523,127.4236,56.78,44.3555,
2013-10-23,80.2724,62.8583,25.6016,39.7903,40.9516,52.3022,102.7073,33.517,43.7013,43.3082,63.3058,95.4773,55.9981,251.12,78.892,98.238,59.2398,142.0223,52.9999,80.0,124.9932,69.2738,92.51,63.85,12.29,88.7733,75.61,73.7807,31.3781,32.5084,46.3299,299.79,31.69,39.07,57.51,109.66,138.2658,86.3805,34.5607,52.47,43.81,58.0,38.63,101.44,49.3182,20.59,51.8624,244.98,101.82,53.1561,59.1807,128.1276,38.92,55.91,78.5843,22.47,10.53,37.0047,69.5327,125.7994,56.07,44.263,
2013-10-24,80.4903,62.4886,25.6099,39.4997,40.6126,52.1661,103.1779,33.499,43.9097,43.6709,64.058,95.0365,56.5539,249.22,77.1568,97.7217,58.6222,142.6752,53.1104,78.98,123.4299,69.3206,92.81,63.74,11.54,88.2515,76.91,73.0518,31.5129,32.598,45.369,304.42,30.04,38.73,56.57,116.7,144.9833,82.3065,34.8814,51.975,44.55,57.76,38.49,100.25,49.5072,20.97,51.1359,249.99,101.29,52.8929,59.9317,128.5469,39.82,55.455,77.7282,22.42,10.72,37.268,64.9102,125.6535,55.82,43.82,
2013-10-25,80.2637,62.4978,25.6099,39.7732,41.7735,52.0391,103.2844,33.535,44.0053,43.1401,63.9204,95.8005,55.9525,252.26,77.6183,97.2977,58.7362,144.361,53.1547,77.87,123.0432,69.8731,93.29,60.88,11.62,88.4544,76.83,73.7807,31.253,32.623,46.4785,302.24,29.525,38.53,56.0,125.17,149.8064,83.5075,35.3931,52.3,44.31,56.13,38.43,100.22,49.4442,21.42,44.9971,250.46,101.99,53.1834,60.488,128.9562,40.59,55.515,78.4761,22.16,10.39,37.6386,64.8216,127.0248,55.44,43.82,
2013-10-28,80.5252,61.8694,25.7187,38.7562,41.8752,52.3022,105.0692,33.562,44.1964,46.015,63.0499,95.8592,56.2532,254.43,78.0336,98.0352,58.6982,142.1295,53.1915,78.115,125.1999,69.8076,92.76,61.91,11.58,88.5124,77.83,74.1101,30.7814,33.2506,46.5776,302.96,29.485,36.62,56.05,124.2,148.1536,84.6798,35.1339,53.705,43.9,56.54,38.24,100.25,49.9841,21.61,45.5238,247.99,102.24,53.5101,60.4509,129.4154,39.43,55.875,77.433,22.16,10.27,37.4338,64.8393,127.2193,56.23,43.8005,
2013-10-29,81.1789,62.923,26.1454,38.9528,42.1887,53.0734,105.015,33.562,43.6057,47.1649,63.7553,96.3979,56.9912,254.39,78.0244,98.1734,57.7196,150.3244,53.4716,77.655,125.8899,69.7982,94.37,61.88,11.79,88.5607,76.09,74.18,30.8295,33.1858,46.8946,298.532,29.315,34.93,57.24,124.08,150.657,84.9392,35.2771,54.15,43.77,56.17,38.65,101.53,50.5239,21.75,46.0323,249.29,102.15,53.8641,61.0072,130.9327,40.64,56.49,78.1809,22.35,10.22,37.7557,65.0784,127.0151,56.49,44.5114,
2013-10-30,80.8738,62.8583,25.8776,38.6622,41.3498,52.5653,103.7817,33.2559,42.7458,46.9968,66.6633,95.4871,56.6905,248.95,78.0244,97.3899,59.0213,152.6241,53.1031,75.66,124.9032,69.3861,93.02,62.321,11.7,88.1355,71.75,74.5195,30.9211,32.872,46.2309,291.17,28.765,33.145,56.78,125.5,150.8213,84.7663,34.9019,53.915,43.38,55.88,38.41,101.19,50.101,21.68,46.7225,247.92,100.98,54.1455,60.4694,129.5252,38.59,55.99,79.4306,22.41,9.6,37.3168,64.2814,125.0895,55.98,45.5533,
2013-10-31,80.7169,63.0894,25.6727,38.534,41.0532,52.0754,103.1246,32.9048,43.2756,46.4572,65.2919,95.7711,56.727,244.19,78.2644,96.9105,59.5723,150.6265,53.1399,74.245,123.8332,69.1707,93.51,62.52,11.69,89.0438,71.35,76.8557,30.5353,32.8122,46.6964,287.6,28.08,32.595,57.06,122.95,151.1113,84.0456,34.6357,53.93,41.99,56.03,37.865,100.9,52.7824,24.01,46.9858,247.46,100.92,54.3815,60.5714,128.9861,39.0,56.215,79.2732,22.375,9.51,37.1022,64.2726,134.105,56.21,45.8698,
2013-11-01,81.3793,63.4313,26.0784,38.6537,41.4854,51.9484,105.3871,33.2739,43.7621,46.4219,65.1038,95.918,57.0277,243.1,78.7812,96.9474,59.4868,154.076,53.538,75.6525,124.0099,69.33,95.714,62.37,11.75,89.8749,67.36,78.2534,30.7089,32.7525,46.8648,285.79,28.0,32.135,56.75,123.358,154.1076,84.4492,34.8677,54.1,43.43,56.17,38.01,101.14,54.2131,24.36,46.223,247.59,100.58,55.3074,61.545,128.1276,40.4,56.19,79.4896,22.42,9.45,37.0242,64.2017,138.4718,56.57,45.9136,
2013-11-04,81.083,63.7271,26.1537,39.0724,41.3159,51.9575,104.1368,33.2919,43.7881,46.9172,63.6085,96.0355,56.4719,240.07,80.1194,98.2287,60.4179,153.3744,53.6264,75.36,127.4099,69.5734,96.82,62.25,11.99,90.9571,66.21,79.4814,30.7957,32.8969,47.2908,281.7,28.965,31.625,58.03,122.93,154.3783,85.4004,34.9428,54.415,44.2,56.49,39.38,102.72,55.6078,24.85,46.1141,247.13,100.8,56.315,62.2032,128.8264,40.85,56.545,80.1194,22.46,9.51,37.0242,64.7596,139.7847,56.75,46.2057,
2013-11-05,80.8912,63.5145,26.137,38.7647,40.816,51.8032,102.2367,33.634,43.7534,46.4572,63.792,95.0953,57.6017,244.06,80.6732,98.6436,59.5438,152.5266,53.5085,75.37,124.9599,69.3487,95.44,63.46,12.0,90.7832,65.382,79.3816,30.5643,32.4436,46.0129,302.32,28.685,31.175,56.65,119.54,153.605,85.4581,34.9428,54.34,44.09,55.9,39.88,102.41,54.4921,24.42,45.769,246.61,99.47,56.8687,61.9993,128.2674,40.0,55.29,78.9583,22.22,9.58,36.3707,64.6356,138.5885,56.53,45.9039,
2013-11-06,81.0917,64.9656,26.1117,39.2775,40.7143,52.1389,100.6251,33.8141,43.8576,46.0326,61.7968,95.5654,58.1939,238.478,80.9408,98.6896,60.0854,152.0979,53.796,72.245,125.7232,69.0303,94.42,64.86,11.91,92.6384,62.6,80.2801,30.1592,32.5682,44.8737,288.27,28.615,31.28,57.09,116.32,151.2273,85.9001,34.8268,54.32,44.0,56.45,39.51,103.16,55.1129,25.84,45.2967,247.52,99.69,57.2862,62.2681,127.6584,37.5,55.09,78.85,22.26,9.36,35.9415,64.9721,141.2921,55.03,46.0889,
2013-11-07,80.7867,64.4757,26.0611,39.1579,40.028,51.9847,98.5873,33.8861,43.4407,45.3781,60.2052,94.1844,57.8932,231.19,79.7964,97.9891,59.4393,150.4609,52.9335,72.495,126.5265,68.2717,92.99,64.08,11.64,92.2616,61.025,79.152,29.9373,32.4885,43.8237,276.99,27.8,31.805,56.63,114.1,151.063,84.9008,34.1513,54.28,44.05,56.08,38.99,104.33,54.726,26.15,44.77,244.99,98.45,57.8218,61.8695,125.5022,36.97,54.67,76.0751,22.16,8.96,35.5124,64.494,141.2046,55.76,45.9136,
2013-11-08,81.972,65.1597,26.4068,39.9954,40.6974,52.647,100.523,34.3182,43.9792,46.3069,61.8014,96.1531,58.1119,236.69,80.5532,99.2888,60.1899,152.7215,54.9901,74.46,129.9432,68.6744,96.05,64.2,11.88,91.9814,61.06,80.5497,30.4678,32.4436,44.7053,283.07,28.395,32.13,58.24,117.43,153.257,85.1218,34.6494,54.805,44.09,57.04,40.41,104.97,56.0577,27.19,45.9597,239.0,100.12,57.4769,63.047,126.8498,37.56,55.575,78.7221,22.04,10.84,36.1854,64.9899,144.6669,56.3,46.5563,
2013-11-11,82.1812,65.1597,26.3393,40.1663,41.1549,52.7014,100.4874,34.1202,43.6752,46.5103,61.9298,96.3881,58.2486,234.79,81.1624,99.5562,60.475,156.1807,54.8132,74.24,131.7939,68.6463,96.2,64.82,12.05,92.909,60.55,80.979,30.6414,32.4885,45.0719,279.2,28.72,32.03,58.59,116.17,153.5857,85.7367,35.0042,54.24,43.98,56.39,41.06,105.66,56.6516,27.14,46.0777,240.36,99.66,57.731,63.1489,126.9397,39.43,55.625,79.4306,22.899,10.83,36.0976,64.9987,145.5033,56.96,46.3421,
2013-11-12,81.5449,64.6513,26.4574,40.6705,40.2313,52.5199,100.4963,33.7331,43.4841,46.4749,62.0215,95.6829,58.2759,235.62,80.7563,100.4042,59.9239,157.5254,54.4741,74.705,132.0132,68.5807,96.52,64.66,11.91,93.1313,60.18,80.969,30.7089,32.8272,45.0124,286.89,28.45,31.82,58.5,115.72,152.6095,85.7559,34.936,53.35,44.14,56.47,41.42,105.42,56.6876,27.42,45.3785,240.25,99.52,57.4769,63.3158,127.6285,40.9,56.22,79.47,20.51,10.88,36.1756,64.9102,145.9118,58.43,46.7413,
2013-11-13,81.3532,65.6311,26.8705,40.4569,40.5448,52.7921,101.2275,34.0031,44.3438,45.8734,62.838,96.7799,58.6586,236.1,81.2362,99.5838,60.6935,158.7142,54.3709,74.64,132.0845,69.1333,95.31,65.93,11.93,93.3149,61.2,82.0373,30.5932,33.0613,45.2006,277.2,28.995,31.84,58.38,116.6,152.6095,86.1307,34.936,52.96,44.37,56.78,41.62,105.43,57.5244,27.68,46.5409,240.28,100.05,57.0775,63.5013,127.3789,43.948,56.7,79.096,20.59,11.23,36.2439,65.6009,146.5731,58.3,46.8387,
2013-11-14,81.8587,66.0285,26.9801,40.8671,40.7058,53.3818,102.9038,33.9941,44.7648,46.6518,63.2783,98.1512,59.4695,237.58,82.5929,100.1646,61.7481,159.2502,54.8722,75.0,132.4232,69.7514,94.1,66.44,11.96,94.1749,61.03,82.8959,30.5546,33.674,45.4186,288.83,28.89,31.785,54.68,119.97,154.1269,86.7648,34.4856,53.225,43.97,57.09,41.975,107.39,58.0463,27.29,46.7679,243.62,100.62,56.8687,64.399,126.76,45.01,57.395,79.4601,21.11,11.05,36.6048,66.3624,148.3237,58.69,47.2769,
2013-11-15,82.2683,66.4259,27.1488,41.0807,41.0448,53.1187,102.5204,34.2552,44.7473,46.3688,64.1131,99.2873,59.7884,245.09,83.1559,100.5886,61.8336,161.0431,54.909,75.555,131.4799,69.4985,93.53,65.34,11.89,94.9575,63.39,83.5049,30.68,34.202,44.6459,280.0,28.485,32.495,55.41,124.07,154.7939,87.0435,37.4811,53.5,43.98,57.34,42.36,106.33,58.3432,27.57,46.5854,247.49,102.12,56.4602,64.6595,129.1259,47.51,56.97,78.1317,21.16,11.36,37.3558,66.0525,148.9267,58.89,47.345,
2013-11-18,82.1899,66.2503,26.9886,41.0294,41.4091,52.901,103.4566,34.1562,44.7648,45.8734,63.2691,98.6997,59.6244,241.27,83.4328,99.6668,61.5201,158.7824,54.9533,76.49,130.9899,68.843,92.1,64.99,11.57,95.3151,61.69,83.9742,30.4967,34.2818,43.8931,274.37,28.785,31.985,54.0,120.97,153.4697,86.0826,36.8807,53.045,43.31,56.64,41.806,104.72,58.2442,26.99,46.2934,244.79,101.25,56.1516,64.3339,127.7782,46.96,56.78,78.2399,21.45,11.01,36.9559,65.9374,148.1097,59.27,47.2184,
2013-11-19,82.678,66.1856,26.6935,41.0807,41.0617,52.5653,102.9483,34.8494,44.6859,45.9796,63.9021,98.445,59.4239,245.46,84.9094,99.9618,61.3206,156.7362,54.6437,77.22,131.5265,69.3955,91.36,64.89,11.96,95.3151,62.38,84.5133,30.3038,34.4312,43.3681,273.79,28.875,31.92,52.44,118.45,153.8853,86.4189,36.7237,53.535,42.86,56.15,41.9,103.96,58.4332,27.26,46.4394,248.34,100.5,55.843,64.0734,127.7383,45.92,56.485,77.8463,22.5,11.01,37.0047,66.0614,148.0319,58.3,46.8874,
2013-11-20,82.9307,66.5276,26.9127,41.132,40.6296,51.6127,103.0375,34.3722,44.449,45.8115,65.2047,98.9935,59.6062,246.12,85.6109,100.183,62.6507,159.026,54.393,77.765,131.5032,69.1052,92.3,65.18,11.97,96.8998,65.14,85.6814,30.2556,34.3913,43.7841,274.68,28.665,31.48,52.69,119.06,153.0927,85.7751,36.5258,53.675,42.88,55.95,42.32,104.15,58.2892,27.27,46.7679,248.4,100.4,55.6887,64.5107,127.7782,46.83,56.64,78.5155,22.28,11.07,36.9656,65.778,148.6155,57.84,46.5758,
2013-11-21,82.9743,67.3871,26.9548,41.5508,41.1549,51.8032,100.0862,34.2732,44.2911,46.3069,65.7093,99.7281,60.2166,252.43,84.9833,100.6255,63.4488,158.7824,54.7911,79.306,130.1732,69.433,98.85,65.885,11.93,96.3587,66.23,85.5915,30.4582,34.0775,44.0218,276.408,28.56,32.36,53.89,121.3,155.5188,85.6791,36.9148,53.755,43.25,57.69,42.38,104.83,58.8021,28.37,46.3664,253.27,101.38,55.8067,64.9293,131.9909,47.94,57.26,78.6139,22.705,11.59,37.307,66.5927,150.7453,56.89,46.605,
2013-11-22,83.5975,68.1543,27.0813,41.8242,41.4684,52.2568,100.7817,34.4353,44.9403,47.2445,68.131,99.4245,60.7542,285.616,85.8601,100.5794,64.3894,160.6144,55.027,81.665,129.9032,69.5641,99.83,66.39,12.05,97.8371,66.28,86.4801,30.246,33.7637,44.3388,293.68,29.265,32.43,54.15,122.79,158.1382,85.7463,36.7442,52.745,43.11,57.96,42.67,105.16,58.5052,28.77,46.6127,252.93,101.09,56.0971,65.1433,133.3785,48.52,57.265,78.4958,22.57,11.8,37.0632,66.2385,151.0177,56.54,46.5952,
2013-11-25,83.931,68.4593,27.0982,42.4395,41.0194,51.9665,101.6109,34.3452,45.0368,46.7491,68.4338,99.8946,60.8453,295.88,86.3954,100.6992,65.3681,158.7532,54.9312,81.98,128.1665,69.9949,98.35,66.64,11.89,99.9919,67.96,88.0376,30.1785,33.7189,43.9327,294.1,29.715,32.375,53.58,122.17,159.617,86.2267,36.2393,52.695,42.7,58.24,44.22,105.84,58.5862,28.23,46.2934,250.22,100.66,56.6055,65.5155,132.5999,47.69,57.365,80.2277,22.41,11.83,36.9071,66.9823,152.1458,61.55,46.5855,
2013-11-26,83.4307,68.8752,26.8874,42.3712,41.1803,52.0391,101.3523,34.2732,44.335,45.8911,68.2228,99.3657,60.2166,289.2,86.4415,100.3766,65.1495,158.3732,55.5577,81.715,124.8365,70.0698,98.29,67.26,11.73,100.3881,68.37,87.808,30.3038,33.7936,45.0521,295.12,29.77,32.35,53.93,121.9,158.8534,87.0531,36.6077,52.265,43.0,57.68,44.5,105.05,58.3972,28.21,45.2348,248.33,99.67,56.3513,65.6922,130.4136,47.52,57.175,80.7787,22.59,11.78,37.0632,67.5048,152.2431,60.58,46.4686,
