date,JNJ,UNH,PFE,MRK,ABBV,MDT,AMGN,ABT,LLY,BMY,GILD,TMO,CVS,BIIB,ANTM,BDX,AET,AGN,DHR,CELG,ISRG,SYK,ILMN,ESRX,BSX,HUM,VRTX,CI,ZTS,BAX,HCA,REGN,CNC,EW,ALGN,ALXN,MCK,ZBH,A,IDXX,IQV,CERN,MYL,LH,CAH,ABMD,RMD,MTD,WAT,DGX,ABC,COO,INCY,HSIC,UHS,HOLX,NKTR,PKI,VAR,PRGO,DVA,XRAY,EVHC
2015-01-28,91.5346,102.2802,27.8859,54.6101,54.5063,68.1721,140.5522,40.1672,64.3146,56.1511,93.9818,122.5564,92.4227,351.18,125.7839,132.8834,89.3741,266.8753,61.4007,118.97,167.5198,88.5137,197.86,81.95,14.59,145.5179,121.26,108.5794,42.0243,36.2153,70.8272,408.0,54.845,64.435,58.57,177.78,212.0251,111.2029,36.6891,81.0625,61.66,66.87,55.24,115.49,78.5925,49.94,59.024,299.77,118.95,65.8057,90.862,159.9011,81.44,70.295,104.3692,29.61,14.52,43.7457,76.617,149.8016,75.52,49.0114,
2015-01-29,92.3464,103.1572,27.7812,55.1789,55.6256,67.8006,142.1246,41.879,65.3477,55.9771,95.5688,126.1245,92.8959,353.25,129.0984,132.4021,90.2612,266.2614,62.2011,120.87,168.3265,89.4012,200.0,82.28,14.85,146.2117,114.14,109.4984,42.229,36.845,71.5107,414.64,55.39,64.64,58.67,188.05,213.5719,109.2799,37.1333,81.66,61.76,67.28,54.885,116.12,78.0678,52.25,58.7537,305.56,120.62,66.2906,90.8337,159.9211,81.34,70.005,104.1322,31.12,15.06,44.1095,83.2763,150.2798,76.14,49.7369,
2015-01-30,90.326,100.1962,27.275,53.5703,53.1844,66.3055,138.389,41.4164,65.248,55.1806,96.165,123.414,91.0865,389.16,127.0833,130.2978,88.5353,259.7231,61.0524,119.16,164.8265,86.8913,195.19,80.71,14.81,143.1042,110.14,106.7115,41.6538,36.2927,70.1338,416.66,54.58,62.675,53.05,183.24,206.8786,108.872,36.4671,79.21,60.5,66.35,53.15,114.78,76.5676,51.74,58.2317,303.95,119.05,66.272,89.6175,157.4738,79.71,69.035,101.2583,30.365,14.64,44.9453,81.9657,148.0743,75.06,49.0457,
2015-02-02,90.9483,101.1769,27.6241,54.1036,53.4929,67.5684,138.6071,41.8513,64.9671,55.144,97.4126,124.0842,91.968,390.0,127.5918,131.6566,88.921,260.9411,62.0603,118.57,169.0432,87.5689,194.77,81.78,14.61,142.6546,111.18,107.7603,42.2875,36.4114,69.5196,413.09,54.52,62.74,55.18,178.17,208.9995,110.6978,37.3553,79.13,60.56,66.73,53.19,115.5,76.227,51.86,58.3436,307.08,119.06,66.9061,89.7118,157.6436,78.375,69.375,101.8607,30.25,14.59,44.8273,82.2313,148.7184,75.57,49.5114,
2015-02-03,92.4186,101.6673,27.947,54.228,54.3301,69.4536,138.3617,42.4065,64.2421,54.8052,98.3208,125.5035,92.9145,393.89,128.9666,133.2703,90.8108,261.4868,63.0089,117.6,169.5532,88.5041,193.0,81.87,14.65,145.1954,108.72,108.5794,42.4045,36.3649,69.2324,409.2,55.745,63.5,54.68,177.51,207.3456,113.3007,38.2533,78.455,60.27,67.27,54.59,116.89,76.7793,52.89,59.2198,311.29,119.48,67.6614,90.1738,157.6636,75.96,69.42,103.5594,30.56,14.55,46.0465,82.0454,147.684,75.6,49.7075,
2015-02-04,91.4264,101.771,28.2376,52.4773,50.1529,68.8407,137.6528,41.7958,63.635,54.2376,90.294,124.5376,93.2207,391.12,129.6163,132.0341,92.6139,259.421,62.5049,116.57,168.3065,88.2464,192.03,82.34,14.96,147.1108,109.27,109.9778,42.3655,36.1688,68.3111,401.36,57.55,67.425,54.3,178.29,205.1178,112.1935,37.7608,77.685,60.75,66.78,53.22,117.05,77.1935,54.15,58.8376,310.49,119.13,66.7662,90.3906,159.8212,73.02,69.845,103.9248,29.995,14.13,45.2206,81.3901,147.8206,75.96,49.6781,
2015-02-05,92.4186,102.6197,29.0477,52.5839,51.1047,69.9458,139.3888,42.2399,64.7134,55.144,91.6425,125.2177,93.4991,401.79,129.2208,137.1015,93.1346,267.6451,63.3498,120.02,172.0565,89.3916,194.51,82.695,15.13,146.9349,111.59,112.0955,42.307,36.8347,68.2022,413.87,57.355,67.415,55.0,178.17,210.0015,113.728,38.1664,77.99,61.21,67.01,54.3,116.01,77.7089,55.52,59.5647,311.27,120.1,66.4958,90.8337,161.3495,75.25,70.585,104.5074,30.27,14.47,45.8106,81.514,151.2849,76.77,49.7957,
2015-02-06,91.1919,101.4692,29.2062,52.2462,50.1441,69.1564,137.6073,42.1011,63.7618,54.6313,89.4226,123.0098,93.3599,402.0,127.7707,135.2425,91.158,269.477,62.8384,118.75,170.7565,88.4755,192.64,81.84,14.72,144.3745,108.66,111.5761,42.5604,36.6334,67.3403,406.86,57.42,66.31,54.63,175.63,216.7143,112.8054,37.9829,77.37,60.46,67.72,53.89,115.15,78.6661,57.94,59.4994,308.91,119.06,64.9385,91.4937,161.0998,75.35,69.915,103.6877,29.96,13.95,45.2108,81.9391,146.6984,75.57,49.5408,
2015-02-09,90.0013,100.4225,29.1181,51.8374,48.8927,68.3671,136.344,41.1943,63.0822,53.8805,88.8905,121.6299,92.3856,396.88,127.008,133.0061,90.3866,265.3455,62.5865,118.12,167.0965,87.7025,192.27,81.24,14.45,143.798,107.88,110.8968,41.7903,35.9881,66.6271,399.72,56.695,64.04,55.02,171.42,212.3364,111.4651,37.6933,76.435,59.24,66.87,53.0,113.62,77.5156,56.81,58.9588,304.84,117.74,64.4257,90.0983,158.6525,75.81,69.615,102.5323,30.0,13.85,44.7191,81.6912,144.2783,74.67,49.031,
2015-02-10,90.5154,102.7612,30.0691,52.2995,50.1353,69.5279,139.4048,41.5644,63.8887,54.7778,90.1931,123.2365,94.3528,395.13,130.6427,133.8176,92.3247,272.0008,63.335,120.16,166.6232,88.8095,194.01,82.24,14.72,148.1955,108.43,113.5738,42.8041,36.2514,68.3607,400.71,58.445,65.035,55.74,176.39,216.4127,113.6989,38.3015,77.15,60.11,67.41,53.97,115.39,78.344,57.69,59.7172,302.88,118.68,65.6659,91.3712,161.7191,76.46,70.61,104.7642,30.07,13.765,45.1026,81.9391,146.3374,75.77,50.0016,
2015-02-11,90.5425,103.591,30.1571,52.2018,49.959,69.0821,139.8983,41.5737,63.8431,54.3017,91.7159,123.6209,95.1972,390.0,133.2322,133.8365,93.0093,270.4125,63.4832,118.38,166.3098,88.7141,195.67,84.79,14.58,149.8274,108.62,114.9423,44.6173,35.9727,68.321,398.99,59.545,65.795,55.8,173.5,217.6579,113.5338,37.9733,78.635,60.68,67.71,53.755,116.73,79.2367,58.9,60.9531,303.42,118.75,66.6636,93.0966,161.779,75.96,70.995,104.8136,30.05,13.69,45.1616,81.7531,144.2003,75.95,50.5507,
2015-02-12,88.7926,103.5816,30.703,52.3262,50.2763,69.5836,139.9622,41.842,64.3724,54.4573,92.4681,125.0107,95.5777,392.11,133.7124,134.9311,93.6071,274.4564,64.1798,115.72,169.2365,89.1053,196.73,84.5,14.74,150.2281,109.63,114.8524,44.6368,36.174,68.3706,401.74,59.095,66.17,57.24,176.27,218.6697,114.7478,38.6395,78.68,63.25,69.83,54.51,116.84,79.1907,59.93,61.2902,307.13,119.15,66.8128,94.4015,162.8378,75.66,71.23,102.7989,30.25,13.68,45.6237,82.0188,147.04,76.39,51.3938,
2015-02-13,89.8569,103.2044,30.5005,52.264,51.1575,69.8901,140.2363,42.647,64.3998,54.97,93.4772,125.7795,95.2343,391.66,132.8179,135.6105,92.6814,278.0715,64.3355,115.88,170.2432,90.1933,198.54,84.9,14.98,149.1922,113.66,114.343,44.3151,36.334,67.8951,402.4,59.09,67.115,56.9,182.29,218.7865,115.8938,38.765,79.54,63.31,70.98,55.85,116.9,79.2275,60.39,62.0298,307.0,119.86,66.8408,94.8838,165.0154,75.94,71.5875,103.6285,30.46,13.54,45.5254,82.0454,147.2546,73.1,51.7076,
2015-02-17,90.5966,103.5062,30.4477,52.2462,51.748,72.4996,140.9307,42.9431,65.3125,55.025,95.2569,126.1935,96.088,397.91,133.4865,135.7143,93.1636,279.5623,64.3281,116.32,171.3332,90.7277,198.86,85.19,14.84,151.3324,113.4,115.3519,45.0365,36.0243,68.6677,404.18,60.115,66.52,57.63,178.97,219.915,116.9233,39.1222,78.005,64.01,69.75,56.53,117.26,79.5313,60.62,62.1984,309.13,119.99,66.9061,95.1297,163.1175,77.8,71.16,105.4654,30.51,13.65,45.5451,82.2313,148.2305,72.78,51.6193,
2015-02-18,90.1636,103.5156,30.3596,52.2551,52.2062,72.8989,142.3379,42.9431,64.8105,54.9426,95.3486,126.1639,96.5984,401.12,133.5618,135.7804,93.4239,276.7365,64.8098,118.41,170.9532,90.8995,198.62,85.17,16.68,151.86,113.57,115.8813,44.6953,35.3068,68.3507,405.8,60.185,67.11,56.54,180.29,219.5161,116.8359,40.107,78.34,64.61,70.6,56.55,117.0,79.3564,60.57,61.7771,310.0,120.01,66.5797,95.1864,164.9255,78.97,71.0425,105.6234,30.825,13.6,45.5942,83.0372,146.9619,73.28,52.5115,
2015-02-19,90.8311,103.7608,30.298,51.8107,51.9947,72.5553,142.5846,43.1282,64.9109,54.5214,94.2386,125.9569,95.2251,406.73,134.3245,135.3085,93.1828,282.0374,64.6541,120.21,170.4898,90.241,202.34,85.5,16.45,149.7883,111.97,116.0611,44.5003,34.8009,68.9451,426.6,60.335,66.86,56.81,182.28,219.234,116.7387,39.7305,78.27,64.52,71.26,57.22,117.14,79.3104,60.52,61.0093,309.22,119.49,66.6263,95.5174,164.1663,80.15,70.43,105.8506,31.665,13.65,45.1616,82.01,147.928,73.24,51.5409,
2015-02-20,91.0672,106.2032,30.4301,51.8552,54.0217,73.1682,144.0556,43.9332,65.6046,55.4095,94.1285,129.2885,95.2993,408.05,136.1513,137.3091,94.417,288.2055,64.9802,123.43,171.1032,90.8995,203.135,86.08,16.47,152.5636,118.61,118.4085,44.4516,35.0487,69.1333,423.78,59.85,67.23,56.81,186.02,222.9406,118.0887,40.5029,79.075,65.15,72.075,57.87,121.08,80.1295,60.35,61.5898,313.63,121.04,66.9247,96.4346,165.6247,82.49,71.275,106.532,31.735,13.61,45.7909,82.2668,147.7133,73.76,51.5017,
2015-02-23,90.9946,109.7678,30.2804,51.8107,53.3783,73.5954,144.7501,43.7852,64.8835,56.1145,95.8715,129.1012,95.8189,408.58,138.7502,138.6018,97.0783,284.9704,64.3725,123.82,171.2332,91.2335,200.95,86.72,16.31,160.7723,117.12,121.2553,44.4321,35.4307,70.1932,425.11,61.99,67.125,56.535,184.14,223.5827,117.8168,40.2905,79.23,64.99,73.08,57.65,122.9,81.0867,61.12,61.6272,312.47,121.62,66.1974,97.1722,164.8356,83.41,71.5,107.0456,31.72,13.59,45.9777,82.497,148.3769,73.86,50.982,
2015-02-24,91.4669,108.8531,30.2364,51.8641,53.6427,73.3818,143.7907,43.924,64.7101,56.261,96.0458,129.9587,95.9117,404.89,138.6843,140.3193,96.5866,281.7158,64.5059,123.18,170.6232,90.5464,199.7,87.62,16.62,160.6941,116.92,120.626,44.2566,35.6475,69.7475,420.64,61.36,66.995,56.56,182.29,223.9523,118.2538,40.6091,78.495,64.49,72.78,57.215,122.21,82.1452,60.92,61.2153,313.04,120.56,65.8524,97.3708,164.2463,81.17,70.695,107.174,31.85,13.48,46.3907,82.8335,149.7723,72.93,51.5409,
2015-02-25,91.9301,107.5517,30.5181,51.9796,53.4224,73.0196,144.4394,43.8592,64.2173,56.0504,95.7981,129.1899,95.986,408.94,138.3924,139.7625,95.9598,282.9728,64.6393,123.1,169.2198,90.2505,196.22,85.09,16.92,161.6029,118.84,121.0455,44.5685,35.5442,70.3121,423.04,61.65,67.025,56.16,184.9,223.3686,117.0495,40.7443,78.545,65.03,72.69,56.5,122.4,81.2708,60.17,61.1123,316.92,120.73,66.4771,97.6734,163.2773,85.65,70.505,107.8356,32.06,13.22,46.1744,82.8955,149.1618,73.93,52.188,
2015-02-26,93.3743,107.1839,30.4565,52.3973,53.3343,73.1868,145.2526,44.0535,63.9161,56.2701,95.5779,128.2732,96.6634,410.1,138.157,140.1683,95.7573,282.3687,65.0766,123.35,168.7765,90.0883,198.46,84.54,16.82,159.629,119.97,121.4551,45.4459,35.4461,71.59,419.87,61.18,67.45,56.43,183.11,223.4659,117.8362,40.8987,79.015,64.95,72.775,57.245,124.51,81.1512,61.0,60.1479,314.66,120.93,66.3,97.3802,165.2651,87.54,70.22,111.1966,32.21,12.98,46.2137,81.8683,151.623,74.3,52.5899,
2015-02-27,93.1109,107.1557,30.2187,52.024,53.3166,72.0538,144.1105,43.8314,64.0439,55.7757,94.9725,128.1352,96.385,409.59,137.9027,138.4509,95.9887,283.9083,64.6838,121.53,166.6665,90.4223,195.46,84.79,16.9,160.6355,119.43,121.495,44.9292,35.6939,70.8668,413.84,61.46,66.51,57.35,180.37,222.7258,116.9233,40.7539,78.415,64.98,72.06,57.325,123.03,80.9855,60.79,60.2602,314.17,120.38,65.4048,97.1722,163.7868,85.85,70.025,112.0467,32.38,13.07,46.2137,82.3287,150.8612,74.6,51.9723,
2015-03-02,93.7558,107.8818,30.615,52.0596,53.2814,73.2053,145.8556,43.6926,64.9109,57.0392,95.2477,129.4659,96.6819,415.79,138.3547,139.6965,96.9047,289.7061,64.8246,120.31,167.7515,91.6248,194.06,84.93,17.06,158.3097,120.17,122.3441,46.1185,36.112,71.3126,418.44,62.14,67.925,57.76,184.62,222.2583,117.8945,41.227,79.73,65.54,72.38,57.89,123.36,82.3937,62.19,60.6348,317.52,121.36,66.1135,97.4937,165.5448,88.68,70.94,113.1736,32.68,13.03,46.3612,83.3914,153.8692,75.56,52.3742,
2015-03-03,92.9565,106.4295,30.4301,51.8463,52.5411,72.4624,144.878,43.5723,64.2264,56.6913,94.2937,127.8691,95.9952,412.79,137.4696,138.0168,96.2201,288.6537,64.5133,118.47,169.6898,88.2178,196.03,84.35,16.76,156.5996,123.52,120.9756,45.3679,35.8333,70.1239,412.505,62.16,67.29,56.97,182.51,221.7422,115.8355,40.8022,78.615,65.54,71.92,55.435,123.86,81.3905,60.15,60.382,315.19,119.53,66.1881,97.437,164.5859,87.95,70.385,111.4338,32.565,12.94,46.1154,83.1523,152.5703,75.89,52.0409,
2015-03-04,92.3298,107.3348,30.5005,51.4375,53.1139,72.611,145.4536,43.4983,64.482,60.1246,94.5413,127.0412,95.6519,414.13,137.9969,139.9984,98.11,288.566,63.8167,119.57,166.8532,88.151,192.68,84.83,16.79,156.5703,120.05,121.7248,45.0657,35.7455,74.2249,413.04,62.28,67.88,57.15,182.53,221.7227,115.5534,40.5511,78.785,64.93,71.9,55.605,123.9,81.9427,61.24,60.7097,312.98,120.24,66.9247,97.8531,164.0764,87.91,70.435,114.4191,32.355,13.39,45.7221,83.046,154.3087,76.75,51.2762,
2015-03-05,93.12,108.2496,30.3508,51.5263,50.1088,72.8989,145.8282,43.8962,64.4272,60.4725,94.867,129.5743,95.9117,425.61,138.2794,141.0742,98.4379,288.1373,63.9872,120.71,166.5065,88.7427,200.13,84.28,16.97,158.4172,126.96,122.3741,45.2899,35.7249,72.224,428.95,63.25,67.825,57.89,185.79,223.2127,115.9621,40.7636,78.945,65.7,72.51,56.685,123.28,81.8691,61.38,61.5242,313.66,121.89,67.4283,98.0044,165.0753,91.97,70.31,113.5591,32.435,13.3,46.489,83.4357,156.262,76.93,51.6095,
2015-03-06,90.931,106.4484,29.9106,50.5132,49.0337,71.023,141.5155,43.0264,62.4375,59.6211,93.3947,126.6666,94.5569,417.63,137.2723,137.2654,97.0687,282.5051,63.1571,118.03,164.6798,85.9561,193.14,82.27,16.56,156.0914,126.34,120.4362,44.627,34.9609,72.1348,422.13,62.83,66.5,57.09,181.65,218.7329,113.2085,40.0974,77.265,65.3,69.97,55.44,121.7,80.0835,60.35,61.6553,310.97,118.94,66.3746,96.6994,180.0586,90.0,68.92,112.7386,32.16,13.02,45.7909,82.5147,153.1661,77.63,50.585,
2015-03-09,91.4305,108.3533,29.9634,50.8865,48.9456,71.4131,141.6343,43.3318,63.5054,60.7563,92.991,126.2625,95.1137,415.51,138.7759,137.5781,97.8979,286.091,,118.41,164.1965,86.8627,193.07,81.89,16.6,158.642,126.98,121.8746,45.1242,35.2158,71.0154,426.87,63.38,66.95,56.49,184.91,219.4633,113.7923,40.3001,76.21,65.34,70.1,55.74,121.17,80.9763,59.91,63.013,310.38,119.17,66.2906,97.7207,183.245,89.57,69.485,112.2246,31.785,12.8,45.6729,83.5685,156.4085,78.0,50.8448,
2015-03-10,90.4042,106.0523,29.7433,50.2822,49.2099,70.4565,140.3277,42.7211,62.7752,59.9964,90.661,125.2078,94.2136,414.2,136.4401,134.9063,96.5769,280.2444,,118.33,162.5065,86.1756,193.12,81.39,16.42,155.378,124.14,119.7163,44.549,35.2158,69.5791,422.84,62.95,66.825,56.86,181.28,215.0809,112.3911,39.2284,75.24,64.44,69.63,55.305,121.32,80.0191,59.09,62.0579,306.27,116.87,66.1135,97.333,182.0364,89.33,68.59,111.6809,31.915,12.66,45.4566,81.9391,155.2268,78.1,50.1389,
2015-03-11,89.3051,106.6532,29.6112,49.8201,49.8973,70.6237,139.5236,42.8414,62.4831,60.0605,90.7894,126.1048,94.2414,408.11,136.5346,133.5799,96.4612,285.3699,,117.58,164.5032,86.3283,190.235,81.24,16.58,157.3325,122.64,120.3558,44.8512,34.8569,71.0848,424.55,64.15,67.355,56.93,178.81,216.3761,113.0917,39.4408,74.985,64.98,69.69,59.0,121.24,80.3228,58.7,63.2751,309.46,119.76,66.3373,98.1935,185.2228,90.02,68.405,112.6101,31.96,13.03,45.9679,82.3287,157.4828,79.41,50.0899,
2015-03-12,90.6766,108.6969,29.937,50.3218,51.1135,71.283,140.9399,43.7204,63.4871,61.0219,91.6701,126.9041,95.5406,407.64,139.4473,135.5221,98.4668,290.9923,,118.82,166.4165,87.7502,188.11,82.285,16.89,160.5378,123.31,122.654,45.6603,34.8517,71.7386,425.16,64.89,68.5,56.99,178.0,219.2004,114.0355,39.6822,75.16,65.34,70.91,62.3,124.28,81.4365,61.26,64.3238,317.09,121.98,67.6894,99.6497,184.8432,89.96,69.155,113.1637,32.25,13.49,46.4497,83.8076,162.5906,79.7,50.2957,
2015-03-13,90.1135,109.047,29.937,50.3486,51.1135,71.0137,140.949,43.378,63.7883,61.2233,91.3765,125.7396,95.8189,413.35,141.8587,134.3947,100.3663,291.3042,,117.73,164.4832,87.1203,188.21,81.37,16.61,162.7072,124.0,122.7939,45.2802,35.039,71.1244,429.38,65.39,67.675,55.98,176.89,218.7719,113.1112,39.4601,74.5,66.05,70.38,59.76,123.73,81.1051,60.86,63.4718,314.65,120.95,68.2489,100.3779,185.6323,89.31,68.185,112.7683,32.29,13.89,46.6562,82.7095,162.532,80.81,49.5506,
2015-03-16,91.7939,112.141,30.3244,51.1728,52.1005,72.1281,148.9623,44.2571,64.8653,62.2853,92.9268,131.2164,96.8675,421.32,144.9227,134.8115,102.2755,297.1994,,120.84,168.9398,88.5423,196.72,83.65,17.24,170.3393,127.73,124.9123,45.7968,35.5956,72.4518,451.77,67.35,74.32,56.34,178.5,223.5439,114.8334,40.3677,76.215,66.57,71.57,61.27,125.67,82.8171,61.24,66.496,320.73,124.6,68.6871,104.1415,187.9397,91.28,69.59,114.8639,32.52,14.07,47.4919,84.0467,167.757,81.41,49.9428,
2015-03-17,90.7311,111.2705,30.0867,50.5905,52.6381,71.2459,148.9988,43.5723,64.6554,61.9099,92.1379,130.6046,95.5962,426.12,144.9699,134.1104,101.6295,299.6452,,121.03,168.5832,87.6929,194.5,83.01,17.4,170.0363,129.15,124.7524,45.9625,35.6164,72.4716,467.8,67.38,74.05,56.19,184.12,222.2389,112.1674,40.1456,75.84,66.8,71.36,62.72,125.27,82.4213,60.12,66.3556,320.54,123.46,69.2,104.3589,187.5302,92.34,69.17,114.8343,32.46,14.13,47.7181,83.5419,168.4504,81.11,50.1291,
2015-03-18,92.1572,113.5035,30.2716,51.6477,52.7791,72.0724,152.1694,43.8499,67.1196,62.6882,91.9911,132.1243,96.0324,427.93,148.8377,136.9149,103.635,305.9205,,122.68,169.6198,88.8572,195.09,83.29,17.76,174.5609,129.79,127.3903,46.3135,35.658,74.324,472.11,69.48,74.19,56.38,188.16,222.9595,115.9912,40.667,75.825,66.75,71.64,64.96,126.81,83.1852,60.44,67.8255,324.39,124.07,71.1955,105.6261,186.0419,92.25,69.5825,115.9414,32.74,12.51,48.4654,83.7456,169.6419,81.64,51.0556,
2015-03-19,92.3661,114.2605,30.0691,52.1494,53.9247,72.1188,154.5176,43.8962,67.7403,62.5508,93.0552,132.9828,95.8932,433.65,148.7715,137.3128,104.4354,306.3687,,125.33,169.5865,89.2962,199.81,83.95,17.81,176.8378,134.25,127.9999,46.216,35.3615,74.7103,486.02,70.59,74.47,58.32,189.07,219.8529,115.3588,40.7539,77.225,66.87,73.82,63.94,126.26,82.7618,61.1,67.1233,330.71,123.61,71.037,106.2596,187.1506,97.08,70.345,117.3648,32.98,11.89,49.016,83.9404,166.3897,81.44,50.9232,
2015-03-20,93.011,112.7277,30.1571,52.4808,53.2285,72.4531,155.4222,43.924,69.4744,62.0381,93.835,134.8282,96.3757,475.98,149.7739,137.1138,104.7439,308.951,,128.5,169.6765,89.3726,196.02,85.38,17.84,178.6261,131.0,128.2796,46.1477,35.4655,75.3146,488.87,70.25,73.385,57.18,187.71,223.9334,115.5534,40.7539,76.4,67.25,73.73,63.06,126.8,83.986,60.0,67.1795,331.84,124.82,71.5592,107.2904,187.2305,95.55,71.505,117.3945,33.26,12.02,49.37,83.6925,168.8313,81.86,50.786,
2015-03-23,93.5378,112.633,30.8615,52.6152,53.299,73.0568,152.1694,43.924,69.6934,61.8733,91.9728,136.0518,97.0253,463.73,149.0079,137.8528,105.3514,306.9144,64.3058,122.94,169.4032,89.4298,192.1,85.31,17.98,177.9518,125.79,128.3196,45.9625,35.8088,76.9094,478.32,70.51,73.05,56.33,185.44,224.245,115.2712,40.7443,77.215,67.97,74.07,63.28,128.18,83.13,61.43,67.6945,328.67,123.84,72.0721,107.4606,183.9842,93.395,71.07,119.9349,32.99,11.62,49.6453,83.7722,162.4832,82.84,50.9036,
2015-03-24,92.6113,111.7626,30.3948,52.5256,52.5499,73.1032,151.6851,43.4891,68.9633,60.1429,93.0277,133.8611,96.9603,452.71,149.0363,136.6211,104.85,301.2238,63.6833,122.15,167.8998,89.1531,190.91,84.06,17.83,176.3003,124.335,129.4687,45.8358,35.632,75.7802,473.74,70.11,72.9,55.48,183.44,222.4336,114.1425,39.6725,76.285,67.45,73.97,63.09,128.1,82.3293,72.48,66.7956,325.17,123.14,72.0161,107.697,183.6645,92.81,70.335,118.6202,32.59,11.52,49.665,82.9929,162.0437,82.19,50.7664,
2015-03-25,91.1399,110.2676,30.2011,52.1941,51.3073,72.0631,146.7602,43.0542,67.8681,59.2365,91.6058,131.9467,95.3271,431.63,146.0291,135.1147,103.4518,292.9412,62.6107,116.99,165.0765,88.0747,183.28,83.45,17.52,173.2905,118.64,126.8108,45.1047,35.4447,74.9382,453.99,68.83,71.125,54.69,175.63,219.6289,112.1965,39.4022,75.05,66.31,72.3,61.23,126.89,81.9243,70.52,65.8968,320.4,121.54,70.8132,106.0422,184.2039,90.47,69.275,116.6234,32.03,11.02,49.6551,82.1074,159.2017,81.05,49.7674,
2015-03-26,90.9582,109.9932,30.0779,51.6029,50.4701,71.4244,146.6963,43.0264,67.0284,59.5112,92.7204,131.3151,94.6405,428.93,144.516,135.6832,102.1212,293.6135,62.5884,117.66,166.3298,87.3494,184.37,82.99,17.44,171.7172,117.6,126.1113,44.9487,35.3823,75.3839,448.375,68.19,70.95,54.58,176.04,220.145,112.5274,39.296,75.075,66.29,72.33,61.88,125.8,82.0439,69.03,65.775,318.88,121.85,70.7479,105.9949,184.8832,89.2,68.6125,115.9908,31.94,10.91,49.665,82.2402,160.4811,81.07,49.6005,
2015-03-27,91.1399,111.6585,30.4037,51.7372,50.805,72.1423,148.5602,43.2855,67.1561,59.7492,92.6516,131.9269,95.1137,429.87,147.7786,136.9906,103.5579,295.7962,62.9818,118.68,165.7498,88.6665,187.17,82.38,17.83,173.753,120.34,128.8792,45.0559,35.658,75.3542,454.5,69.22,71.84,54.04,180.59,220.2035,114.3274,39.7896,76.585,67.26,73.28,61.63,127.15,82.9183,70.31,66.9922,323.29,124.11,71.0743,107.0351,185.962,94.36,69.4,116.7421,32.49,11.09,50.2353,83.0106,162.0925,81.83,49.8655,
2015-03-30,92.2389,114.4876,30.8175,52.2658,51.325,73.1119,150.1272,43.5631,67.4208,60.207,92.3672,133.7821,96.3479,431.62,148.327,137.9855,104.6861,296.9656,63.5386,120.02,168.7198,89.6149,187.62,85.405,18.07,177.3353,121.25,129.8584,45.7383,35.7672,75.4533,459.78,71.23,72.07,54.595,180.26,223.1543,115.3685,40.38,78.055,68.0,74.11,60.0,127.28,83.8907,73.47,67.0859,324.83,124.94,72.4451,107.3187,188.8787,94.19,70.42,118.5906,33.165,11.31,50.6089,83.9404,164.329,82.17,50.3466,
2015-03-31,91.376,111.9234,30.6326,51.4954,51.5894,72.711,146.0567,42.8691,66.3073,59.0534,90.0188,132.5684,95.7725,422.24,146.0196,136.0432,102.719,290.0082,63.019,115.28,168.3432,88.3696,185.64,86.77,17.75,174.2423,117.97,129.3388,45.1242,35.632,74.5221,451.48,70.69,71.23,53.785,173.3,220.2911,114.3469,40.2155,77.24,66.97,73.26,59.35,126.09,83.4011,71.58,67.2076,328.65,124.32,71.6618,107.489,187.2106,91.66,69.81,116.3565,33.025,11.0,50.2844,83.3206,161.6823,81.28,49.9637,
2015-04-01,90.059,111.1286,30.2276,50.9399,50.3203,70.9863,143.544,42.462,65.2851,58.5285,89.6427,130.2592,94.891,413.81,145.6224,134.4894,103.0469,288.8486,62.2767,114.57,168.8398,87.3446,182.21,84.23,17.65,173.8704,116.43,130.2681,45.1047,35.1326,74.1457,441.18,70.47,70.35,52.45,169.5,216.8923,113.0528,40.0606,75.88,67.87,73.0,57.94,125.88,82.0891,69.92,66.8424,325.09,123.47,70.4775,105.9381,186.3815,89.44,69.11,111.6612,32.575,10.82,49.7535,82.4084,160.1588,80.05,49.3452,
2015-04-02,90.5041,111.0435,30.2716,51.1549,50.241,71.6668,142.4292,42.6841,65.0204,58.2246,90.294,131.3546,95.3086,412.44,145.5846,133.8072,103.3169,290.739,62.4919,114.31,169.4298,87.2871,183.01,84.58,17.72,174.2032,117.23,130.368,45.3289,35.3719,74.3438,438.27,70.36,70.305,52.75,169.94,217.6811,113.7631,40.6994,76.54,66.39,72.77,58.095,125.21,82.7821,70.72,67.9004,321.47,124.2,70.6827,106.2786,187.4903,88.79,69.665,115.3483,32.945,11.0,49.901,83.0549,159.9049,80.59,49.3157,
2015-04-06,90.0681,111.3652,30.3596,51.2266,50.7698,72.1237,141.881,42.8414,65.0843,58.0128,89.7069,131.7394,95.9767,413.42,146.9842,134.0252,103.9725,290.2225,63.0709,112.97,171.4432,87.9002,182.79,84.88,17.68,174.4772,118.25,131.707,45.1632,35.6996,75.2353,440.23,70.6,69.925,53.07,170.63,218.5673,114.1912,40.5833,76.54,66.46,73.4,58.48,125.83,83.0869,70.87,69.1832,326.16,125.63,71.3387,106.4204,188.1695,88.46,70.18,116.7519,33.21,10.72,50.0288,83.7279,161.1452,81.47,49.8361,
