date,BA,MMM,HON,UNP,GE,UTX,UPS,CAT,LMT,CSX,FDX,RTN,GD,NOC,NSC,EMR,DE,ITW,ETN,WM,DAL,JCI,LUV,ROP,FTV,IR,PCAR,PH,ROK,COL,CMI,SWK,UAL,INFO,HRS,CTAS,VRSK,GWW,AME,TXT,TDG,FAST,RSG,LLL,EFX,AAL,XYL,CHRW,EXPD,DOV,CPRT,URI,KSU,MAS,HII,JBHT,SNA,RHI,ARNC,JEC,NLSN,AOS,ALLE,ALK,FBHS,FLR,PNR,FLS,SRCL,PWR
2014-10-10,109.2221,121.0499,80.9028,92.5568,21.2289,90.841,85.0578,81.7545,156.3672,27.6752,149.8772,88.1964,112.8667,116.204,93.1023,52.0647,73.8774,74.6042,51.4371,42.2714,30.7647,40.13,29.5708,138.4592,,50.5023,50.2626,100.7552,91.9418,70.9655,113.3351,77.4,43.74,21.96,56.8551,64.6175,59.07,220.9011,46.1414,32.9612,148.6143,38.0738,34.9739,106.7135,68.3495,29.6431,30.7578,58.9214,36.1739,55.7763,15.595,93.74,106.5265,18.602,90.527,69.2873,108.2284,44.0469,31.6801,45.884,36.4943,21.9169,44.8479,39.9968,36.7222,58.8836,57.0506,59.8343,116.89,32.15
2014-10-13,108.2782,120.2087,78.8411,89.5793,20.949,90.2683,84.072,80.4816,154.9422,29.3021,146.4971,86.6998,110.12,113.8239,93.8754,51.3989,74.4887,73.1267,50.8697,42.1089,28.8858,39.6622,27.936,135.3639,,49.4861,49.4706,95.3097,90.1856,69.6945,111.1818,75.3349,40.55,22.65,56.5061,63.5619,59.11,214.9447,45.0611,32.0575,146.2567,36.9193,34.8002,101.2458,67.4434,27.5244,30.1994,57.8501,36.0419,53.3247,15.125,90.3,105.5612,17.6031,87.7438,68.5375,105.8914,43.4049,31.2063,45.4322,36.6256,21.6014,43.9461,39.1678,35.9973,57.8067,56.2796,57.2949,116.99,31.25
2014-10-14,109.9323,121.3665,79.3289,91.4791,21.0802,91.0046,85.0755,81.4648,157.837,30.1432,148.8796,89.2034,110.4365,116.3726,95.0032,51.8369,76.961,74.3641,51.5506,41.9735,30.6526,37.8958,29.0194,138.3029,,49.9573,50.7877,96.3267,92.3534,70.4723,113.4419,76.4647,43.17,22.96,56.7817,63.8446,59.63,219.0655,44.8859,33.5968,145.3558,36.785,35.0288,100.3376,67.9298,30.3462,30.9471,59.7968,36.9946,53.0228,15.36,92.45,108.9585,17.5863,89.2066,70.6234,107.2188,43.6747,30.7756,45.8742,36.8619,21.7974,43.694,40.2134,36.0163,57.6288,56.7385,58.1538,117.58,30.63
2014-10-15,108.0445,121.4026,78.3349,91.0589,21.2376,90.1411,85.6527,81.2805,157.0125,30.4852,148.9765,88.141,109.8499,113.6552,95.6854,51.9946,77.481,74.7427,51.4808,41.7839,30.2693,37.1893,29.0387,137.1898,,49.8279,50.7877,95.1895,92.1796,70.2826,114.305,75.2978,42.55,22.96,57.6634,64.1462,59.17,219.4969,45.3822,33.5173,144.6737,36.6776,34.7271,101.0975,67.1191,30.5195,31.5149,61.1827,37.3058,53.0523,15.3,93.43,109.3654,17.5107,88.6367,70.7964,107.0692,43.4886,31.2278,45.8939,36.5993,22.1033,44.334,39.554,36.4551,57.7318,55.8573,57.0988,116.15,30.68
2014-10-16,108.1344,122.1534,79.513,95.0136,21.2114,90.6899,84.9245,82.4746,156.5913,30.4852,147.146,88.0579,109.7289,113.9457,95.3162,52.9758,76.742,76.7097,52.6873,41.7929,31.148,37.1687,29.9287,137.7854,,50.724,51.6598,97.1632,94.3199,70.4059,116.1825,76.7518,43.77,22.96,57.8563,64.4949,59.24,210.8254,46.1414,33.428,145.6084,36.4986,34.4437,101.2272,68.4353,31.7522,32.2153,60.9639,36.9851,54.0683,15.545,99.64,110.1603,17.8129,87.8957,71.825,113.9025,43.2746,31.4432,44.4302,36.398,22.2272,44.9255,41.259,37.1419,57.2168,56.736,59.2741,117.12,30.37
2014-10-17,110.7863,124.279,82.8908,97.1782,21.71,92.2862,86.3721,84.0756,157.9535,31.2987,151.204,90.0256,112.5408,116.6069,96.9042,53.6328,75.9848,77.0052,53.6371,42.1811,32.1483,38.3732,30.0351,141.0663,,52.1743,51.9713,96.5394,96.195,72.3218,116.1469,77.9649,44.68,22.99,58.9952,65.3055,59.46,212.8338,47.5234,36.3973,147.225,36.776,34.9191,102.5247,69.5131,32.1471,32.3762,61.9851,37.353,54.856,15.575,103.27,109.5736,18.1907,89.6151,72.0076,114.3698,43.7957,33.6399,45.1473,36.7831,22.5909,45.3328,42.1068,38.3151,58.2937,58.5102,60.6465,118.33,31.48
2014-10-20,111.7482,124.4599,82.8356,96.959,21.8937,92.2408,87.1003,83.1734,157.3172,30.9751,150.9619,89.462,112.9412,116.8224,97.3863,53.6416,74.9904,77.0236,53.3402,42.1179,33.6907,38.3446,31.7666,141.2616,,52.7932,51.5441,98.7675,96.1492,72.6538,116.4584,78.2149,47.29,22.97,59.4637,65.0793,59.95,211.4755,47.9516,36.1987,147.3176,37.0535,35.0379,101.5238,69.5799,33.9191,31.903,62.9061,37.5983,54.9149,15.84,104.01,110.1698,18.7027,88.5037,71.9596,116.2487,43.591,33.7907,44.5972,36.8881,22.8729,45.4782,43.5386,38.2769,58.4154,58.96,60.2544,118.96,31.44
2014-10-21,114.2742,127.4719,85.5232,99.425,22.261,92.6952,89.4714,84.8186,154.7002,31.6129,154.8456,90.6353,115.3527,118.1905,99.9148,55.1572,76.4319,79.9694,54.9116,42.6687,35.0368,39.0511,33.4594,145.1869,,53.8925,52.8612,102.8909,99.6615,74.124,119.9464,79.7244,49.51,23.04,61.1813,67.0774,61.09,215.22,49.1195,37.2812,150.2647,38.1186,35.3853,102.0798,71.2872,36.452,32.6601,63.7632,38.5226,56.4242,16.07,108.65,113.6617,18.8203,91.9899,73.959,119.455,45.9357,35.2121,45.8153,37.7808,23.872,46.7679,44.6313,39.1163,59.8669,59.6668,61.8415,122.385,32.65
2014-10-22,109.1772,125.6809,83.9033,97.5984,22.0336,91.9681,87.9706,83.651,157.7474,31.4096,153.48,90.0256,117.6059,117.2347,96.8678,53.3963,76.1034,79.4984,53.3402,42.6055,34.8686,38.4359,33.0821,143.1754,,53.3382,52.8167,100.9031,96.1584,73.3841,117.4549,80.9468,49.06,23.21,60.6302,66.3045,60.69,212.5034,48.3214,36.3477,149.229,37.3623,35.6138,103.4792,70.4479,35.6719,32.2342,63.3984,38.1265,56.1371,16.13,104.9,110.5199,18.963,91.4104,73.8052,117.4546,46.987,34.7167,44.9017,37.3695,23.7477,45.6721,44.0567,38.9064,57.7037,59.6272,60.0023,122.59,31.99
2014-10-23,109.6986,131.1984,86.1306,102.5029,22.2523,93.786,89.2316,87.8084,161.9239,32.186,157.3831,91.3466,121.3582,121.0673,98.1139,54.36,77.6999,80.6527,54.772,43.2375,35.4482,39.3469,32.1632,146.9835,,55.4352,53.9113,107.606,98.4816,74.1619,121.3345,82.4007,49.42,23.74,61.3282,66.9549,61.17,216.0277,49.4699,37.8969,152.597,38.0105,35.824,106.0463,69.4178,37.0587,33.1711,64.3832,38.6075,57.6905,16.44,107.41,113.2926,19.2484,92.8353,74.5357,119.3055,47.3871,34.9752,46.4734,36.5993,24.2448,46.9812,47.0522,39.6409,60.5037,61.1857,61.9535,123.8,32.47
2014-10-24,109.8874,134.4004,87.1615,104.6493,22.4272,94.3677,89.3293,87.9587,162.5154,32.6297,158.7197,90.6445,123.3694,122.5572,99.4964,54.6578,77.9371,81.2437,55.0513,43.3007,36.8691,39.8839,32.7629,147.6182,,55.6661,54.641,107.7724,99.9817,75.044,122.1264,83.4564,49.62,23.72,61.8426,67.1245,61.87,218.2303,49.9565,38.4928,153.9526,38.4157,35.8698,106.1667,70.4765,38.3492,33.4456,64.8756,38.5981,58.2279,16.415,107.96,113.8036,19.3743,92.7593,74.3435,119.8757,47.3034,35.6428,46.5225,37.0194,24.4121,47.6309,47.2877,39.9175,60.8221,61.7206,60.0396,123.05,32.82
2014-10-27,109.7795,135.2777,86.2411,104.8411,22.3223,94.704,90.8035,87.1626,164.0121,32.3247,160.0175,91.7993,123.9187,122.5572,99.4692,54.5527,77.1617,81.6408,54.6061,43.4451,37.1589,39.7017,32.937,147.3838,,55.5922,54.5431,108.3918,98.7286,76.0873,120.4536,82.9286,51.73,22.69,62.4488,67.1716,62.46,218.8177,49.9078,38.6219,153.7927,38.2986,35.9612,106.7876,71.3444,38.4359,33.2632,65.3771,38.9471,57.1162,16.185,106.16,113.6049,19.2819,93.9562,75.2471,119.6046,47.5081,35.2767,46.1984,36.9144,24.5603,47.66,48.8138,40.051,61.0562,60.9091,60.4411,123.14,32.69
2014-10-28,111.1189,136.6345,87.5941,106.1106,22.6372,96.5946,91.3807,89.4801,166.2976,32.6205,162.9037,93.3698,127.1868,125.7525,101.2337,55.5252,77.9919,82.9613,56.5529,43.716,37.243,40.3538,33.4013,150.7819,,57.2735,56.0204,113.6709,101.4177,77.7946,128.6577,84.614,52.36,23.44,62.7795,67.6806,63.14,222.6816,50.1998,40.2109,155.4177,39.0774,36.0434,108.2055,72.2601,38.7537,34.65,65.9606,39.7347,58.5371,16.58,108.74,115.2515,18.5852,96.9105,75.8046,121.6891,49.8156,35.7505,46.5618,36.8006,25.153,48.6782,49.7275,40.5947,62.3766,62.0894,62.9711,124.05,33.11
2014-10-29,110.6425,136.5893,87.4836,105.0055,22.4447,96.2129,91.132,88.6221,170.0438,31.9642,160.5502,96.2059,127.0472,129.1634,100.6698,55.4551,77.6817,82.6843,59.6433,43.093,37.0,40.4593,33.0144,150.528,,56.7931,56.3764,118.1364,99.8993,78.0033,128.5865,84.7066,52.26,24.04,64.9563,67.6806,61.53,222.2778,49.5088,41.7601,155.1988,38.7218,35.9612,114.081,71.4017,38.4648,33.9186,65.7418,39.5885,58.1396,16.495,107.16,114.0307,18.3082,98.1358,76.1026,120.9787,49.6295,35.0398,46.3556,36.6868,25.1047,48.7654,49.8405,40.3848,61.3652,61.6468,61.9535,122.78,32.82
2014-10-30,111.3077,137.5752,87.9806,105.0329,22.4535,96.6583,91.727,91.0988,167.4806,32.6205,166.3903,95.5223,128.7604,128.648,99.6329,55.5602,80.528,83.1275,58.2901,43.8333,36.5886,40.5073,33.0144,151.1822,,57.0241,56.8213,117.9632,100.8414,78.6387,130.3483,88.772,51.74,24.41,64.7634,68.51,61.86,225.2312,49.8591,40.7869,161.4886,38.9018,36.2354,111.5289,75.0166,38.9089,34.0136,63.1158,39.3716,58.4856,16.745,113.55,114.3052,18.2998,102.9329,75.4393,126.7369,53.6397,34.9321,46.3163,36.2318,25.3684,50.9084,49.1152,40.5661,60.9532,63.113,62.7658,123.73,33.14
2014-10-31,112.2876,139.0857,88.4684,106.3572,22.5759,97.2582,93.1657,89.7013,170.7967,32.9348,162.1288,95.9657,130.1291,129.2759,100.6334,56.1209,78.0375,84.0787,59.7044,44.1403,37.6076,41.169,33.3529,154.5704,,57.8462,58.1295,117.443,102.7622,79.8149,129.1026,86.7161,52.81,25.54,63.9276,69.0284,62.35,226.5087,50.7545,41.2437,157.4807,39.6491,35.1019,112.5612,72.241,39.9227,34.536,63.1067,40.2394,58.4856,16.72,110.06,116.1978,18.5264,100.5201,76.6793,123.5213,50.9693,36.0951,46.611,37.1857,25.5745,51.4806,50.142,41.2528,62.1237,61.8312,63.4753,126.0,34.08
2014-11-03,113.2944,138.6606,88.0451,105.2703,22.4797,96.6219,93.814,88.6487,170.958,32.6944,161.9351,95.5038,130.0918,128.3388,99.5146,56.5151,77.5449,83.9401,59.7393,43.8875,37.9628,40.9963,34.1558,154.8731,,57.098,58.1918,117.2026,101.3811,79.8243,129.1026,86.6884,54.28,24.61,64.396,68.3686,62.0,227.243,50.5988,41.1245,156.445,39.6221,34.8002,112.5612,72.4413,40.5502,34.232,62.6325,40.2771,58.7359,16.7,111.81,115.0149,18.6356,99.9692,76.9485,123.97,50.7739,36.4612,46.2377,36.9231,25.5409,51.8103,51.2723,41.2719,61.5993,61.5361,63.0925,126.53,33.77
2014-11-04,113.1236,140.2435,87.7045,105.2886,22.4797,97.1491,95.0928,87.2246,170.9939,31.9827,161.7027,97.0927,131.0881,129.8475,98.9507,56.2348,77.1343,83.9401,59.2854,43.6437,39.5614,41.1977,35.2392,153.8283,,56.6638,58.1918,116.842,99.9268,79.9761,126.1484,86.2624,55.21,24.0,64.7267,67.313,62.0,228.9225,49.9467,41.0848,156.5713,39.8111,34.9465,113.6177,72.0503,41.2261,34.1371,63.9364,41.8712,58.2279,16.625,109.6,114.1537,18.6188,100.2067,78.8325,124.1476,50.9135,35.6643,46.0117,36.6168,25.143,51.5096,52.1766,40.4802,59.7171,61.0197,61.8975,125.88,33.0
2014-11-05,112.3188,140.8224,89.0115,106.3207,22.5847,98.1035,95.5013,87.9322,170.0438,31.9642,164.0852,96.2059,132.1682,129.1634,100.3805,56.4275,77.5175,84.6974,59.6433,44.1403,39.2241,41.3608,35.5488,153.3597,,57.4582,58.6901,118.1364,100.8231,79.6157,128.2394,86.3735,54.11,24.76,64.9563,67.9743,62.83,232.3458,50.0149,41.7601,157.4554,40.0092,35.2299,114.081,72.8991,40.7916,34.5645,65.1491,41.0034,59.8182,16.78,111.17,115.2704,18.8622,99.7032,77.7079,125.5872,51.1089,35.0818,47.0825,37.0019,25.1766,51.4418,50.839,40.0033,61.3371,61.9327,62.8311,126.53,33.23
2014-11-06,112.6444,141.148,89.0115,108.6314,23.057,98.6943,96.1673,89.259,170.1783,32.4726,166.2934,96.7325,131.805,129.4164,101.2308,56.6553,80.0719,85.8424,60.2893,44.4473,40.189,41.658,36.6999,154.5021,,58.345,59.2419,118.8829,102.2317,79.6536,130.4818,87.42,55.66,24.23,64.9012,68.6357,63.9,234.8167,50.774,41.9389,158.0953,40.4323,35.3853,114.081,73.9579,41.6509,35.2484,65.2813,41.5222,59.612,17.005,113.76,117.0873,19.4246,100.6151,77.9626,126.7556,51.4997,35.3191,47.0726,37.9296,25.4738,51.8006,52.1861,40.6615,61.4963,62.5966,62.7471,127.59,33.95
2014-11-07,112.5268,141.6002,89.0667,108.4579,23.1007,99.1488,96.2028,90.0109,166.8353,32.7684,165.8286,96.4091,130.4829,127.5423,103.1874,56.8217,80.8838,85.7039,60.3853,44.6459,39.9923,41.5334,36.99,154.5314,,58.6684,59.5801,119.3846,102.7073,80.4314,129.9479,87.9848,54.18,23.8,65.0298,68.5488,64.25,234.8536,50.6183,41.6012,157.7333,40.0902,35.7692,112.728,74.1772,41.7088,35.1819,65.1582,41.7344,60.0243,17.09,113.39,116.6993,19.6009,101.4795,76.862,126.3069,52.1045,35.2328,47.4066,37.9296,25.5985,51.3545,51.9412,40.8236,62.0769,62.7811,63.3913,127.54,33.92
2014-11-10,112.6986,142.6042,89.5269,110.4215,23.1532,99.0761,96.8422,90.4089,167.5881,33.7944,166.3322,95.6331,131.116,127.1113,106.6069,57.0407,80.7744,85.944,60.5687,44.682,40.6293,41.869,37.8413,154.795,,58.5852,59.4733,119.3196,103.1281,80.7444,130.3572,88.7905,54.83,23.74,65.3604,68.655,63.99,229.2866,50.8227,41.7998,158.4069,40.0047,36.1348,111.236,74.6446,42.3171,35.4098,65.8056,41.7863,59.9212,17.02,113.7,118.0526,19.4582,104.0728,77.977,126.9052,52.7092,35.2113,46.778,37.6495,25.656,51.083,53.0527,40.6615,61.7679,62.9747,63.2792,127.74,33.8
2014-11-11,113.3496,142.1068,89.26,110.732,23.0745,98.4035,96.5847,90.692,167.7047,33.9331,166.9133,95.8364,131.563,128.2357,106.6343,56.5589,80.6923,85.8794,59.7481,44.5646,41.0696,41.6101,38.0831,153.7112,,58.2434,59.1974,118.9944,103.2287,80.7728,130.4462,88.7442,54.66,24.08,65.5166,68.6454,63.01,227.0193,50.9103,41.5118,157.3965,40.0002,36.0252,110.0034,74.616,41.9405,35.4763,65.4227,41.7486,59.4501,17.195,113.98,118.1377,19.4918,102.8569,77.1407,126.8585,52.672,35.4917,46.7387,37.6233,25.7087,50.9278,52.8831,40.9285,61.7117,62.8179,62.4016,127.63,34.08
2014-11-12,113.8108,142.6223,89.2876,110.248,23.197,98.83,96.4604,91.0988,167.4806,33.9885,166.3903,95.5223,131.563,127.458,106.6617,56.5236,80.528,86.0917,59.4724,44.5827,40.6574,41.5813,38.0831,153.0667,,58.1972,59.7331,119.4497,102.8445,80.8392,130.3483,89.0961,54.6,25.11,65.2502,68.8481,63.12,227.4433,50.8227,41.7998,156.8997,40.1983,36.2354,108.6318,75.0166,41.9309,35.6663,66.4348,41.4185,59.7004,17.155,114.43,116.917,19.4666,102.9329,78.3453,127.1669,53.6397,36.4195,47.5442,37.6933,25.6128,50.9084,52.9114,40.8331,61.7585,63.113,62.7658,127.69,34.09
2014-11-13,116.2159,143.2283,89.3336,109.8278,23.1095,98.83,96.3174,89.4359,168.4665,33.8591,166.1675,95.2636,132.8758,128.5637,105.5554,56.0559,79.7891,85.5654,58.47,44.5737,41.2945,40.6991,38.1702,153.0472,,57.7631,59.3313,117.9632,99.505,80.725,128.5954,88.772,56.76,24.96,64.7634,68.7033,63.16,225.2312,48.9735,41.8594,161.4886,39.9102,36.2263,111.5289,74.7114,42.5971,35.5713,66.6582,41.409,59.082,17.095,113.55,117.9295,19.4582,102.4295,77.6033,126.7369,53.4815,36.1174,46.6404,37.1069,25.3684,50.54,52.9773,40.5661,60.9532,63.1407,61.3934,127.94,33.65
2014-11-14,116.5143,143.6806,89.0851,110.248,23.1445,98.1995,95.4595,89.6394,167.2386,34.007,166.1579,96.6586,132.8292,127.5048,106.0857,56.1441,79.8438,86.5996,58.8569,44.3209,40.9853,40.6607,37.6768,153.5452,,57.8185,59.492,119.3289,101.3082,80.0968,129.0759,88.5961,56.1,24.92,64.8645,69.2826,62.87,226.9824,50.3166,41.4523,162.0443,40.3333,36.3542,111.1097,74.5874,42.4909,35.7328,66.6263,41.4279,59.0525,17.09,115.17,119.1219,19.4666,102.4485,77.4394,126.5126,53.4071,36.5489,46.8467,36.4331,25.4882,50.6854,52.2457,40.795,60.588,63.3159,61.7388,127.48,33.16
2014-11-17,116.1165,143.5359,88.8458,109.8918,23.2757,98.1263,95.1379,89.9578,166.2617,33.8961,165.9254,95.4299,132.2613,127.3549,105.9029,56.25,79.1961,86.7843,58.98,44.3209,40.6855,40.8525,37.7929,152.7152,,57.7538,59.4295,119.4961,101.3634,79.659,128.8267,88.1423,55.99,24.82,64.644,69.3308,63.08,225.2958,49.6937,41.5118,161.9433,39.9732,36.3725,111.6313,74.5206,42.1819,35.8373,66.1202,41.3807,59.5384,17.055,113.01,118.0999,19.2903,102.6384,76.8613,126.0919,53.1931,36.3116,46.3948,36.363,25.8429,51.2381,51.7925,40.1464,59.5672,63.6295,61.6641,127.47,33.17
2014-11-18,118.1418,144.8565,89.6023,110.1658,23.6256,99.4332,94.7447,90.2585,167.2028,33.8961,166.584,96.1966,134.0117,129.3883,105.4915,56.5148,79.634,87.4584,59.2702,44.3299,41.9596,40.2292,38.3733,152.598,,57.9755,59.4117,121.2149,102.0166,79.8779,129.5781,88.0867,58.29,25.34,65.4855,69.495,62.69,224.2727,49.3531,42.1574,161.9096,39.9282,36.2445,112.6374,75.1215,43.495,36.2932,66.143,41.4279,59.4206,17.145,114.17,117.0779,19.6345,103.2464,77.0251,127.1482,53.4629,37.0236,46.8565,36.5906,25.7662,52.2369,52.7366,40.9762,61.7492,63.1776,62.0842,127.19,33.37
2014-11-19,119.0008,144.4336,89.3617,110.0562,23.5468,99.3053,94.3962,89.604,166.7009,34.081,166.2741,96.3906,133.4903,128.8823,105.2994,56.6119,78.7582,87.403,58.769,43.8424,41.6411,39.9127,37.9864,152.9984,,57.9201,59.3135,120.0721,101.3726,80.2777,128.0573,87.8645,57.54,25.5,65.541,69.3115,62.21,225.2036,49.6353,42.5347,161.6318,40.2253,35.9977,112.5721,74.6828,42.5778,35.4668,65.1765,41.2487,59.4059,17.055,114.3,116.3208,19.6513,103.6169,77.2082,126.9239,52.8953,36.0096,46.3654,36.4768,25.5505,52.363,51.7359,40.8618,62.1144,62.5229,61.5988,127.05,32.61
2014-11-20,119.0822,144.9156,89.5097,110.4306,23.4856,99.4515,95.3523,90.3028,166.3065,34.4692,167.0683,96.3075,133.8441,129.735,105.4915,56.6648,77.8824,87.8001,59.2262,43.6257,41.182,39.6154,37.5995,153.5061,,58.2157,59.367,121.1777,101.529,80.3062,128.7909,88.1608,56.39,25.87,66.105,69.4467,62.18,225.6921,49.5574,42.6936,161.7749,40.5584,35.952,113.0565,74.8167,42.6357,35.5808,65.9151,41.4845,60.2967,17.125,114.52,117.5321,20.0206,103.0089,78.0658,127.8998,52.8674,36.9373,47.888,36.118,25.5985,52.4502,51.2072,41.8156,63.2943,62.5229,61.7015,126.76,33.11
2014-11-21,120.0587,145.6431,90.8978,111.2892,23.6081,100.8041,95.9242,94.1594,168.4306,34.7188,168.9665,97.7209,134.6262,130.3722,105.4732,57.8826,79.4333,88.5573,60.1318,43.8153,40.367,41.1306,36.7772,154.4923,,58.6314,59.8045,122.4877,104.5465,80.4109,132.8078,88.2627,55.33,25.74,66.5304,69.437,62.3,228.7705,50.2484,43.2796,162.3138,40.6979,35.6504,113.9135,75.1421,41.815,36.3312,66.3983,41.9844,60.8857,17.175,114.71,117.5037,20.2053,102.553,78.5187,127.3649,52.9888,37.6493,48.2121,36.2413,26.236,52.5569,51.4527,42.5596,64.8394,63.2329,62.8684,126.98,33.29
2014-11-24,121.7134,145.3885,90.9348,112.2573,23.6168,99.4241,95.8438,93.7259,169.2283,35.0146,170.0028,98.4692,134.8962,131.8621,106.3783,58.0415,79.8438,88.7328,60.7297,43.9417,40.7605,40.7758,37.2512,154.8634,,58.9085,60.126,123.2217,105.1169,81.0582,132.3962,88.2164,55.91,25.51,65.6981,70.3446,62.1,231.2037,50.2971,43.9251,164.0567,40.7204,35.7692,115.022,76.1755,41.7185,36.4737,66.2159,41.9372,61.1949,17.275,115.74,118.4216,20.4068,104.5478,78.8657,128.0969,53.2874,37.1531,46.6699,36.2413,26.2552,52.3145,52.2362,43.6565,63.9873,63.4635,63.4566,127.43,33.58
2014-11-25,121.8942,143.7334,91.4993,111.892,23.4944,102.0927,95.7187,93.9736,169.0938,35.1631,169.3539,98.2937,134.6355,132.6493,107.0915,57.9797,80.0901,88.3911,61.0814,43.7972,41.2945,41.6005,37.2512,156.6991,,58.9732,60.6617,123.361,105.6229,81.0106,133.4966,88.2627,56.25,25.4,66.4379,70.5377,62.19,229.7198,50.5502,43.3888,162.979,40.806,36.0983,115.525,76.2329,42.626,36.4642,66.5989,42.8711,61.2245,18.13,119.02,118.6677,20.3396,104.9958,78.4995,127.3743,52.7367,37.4767,47.4754,36.2413,26.3127,51.946,52.7838,43.1592,64.315,63.7032,62.9711,128.73,33.79
2014-11-26,121.8671,143.9608,91.6843,112.6226,23.5031,100.6761,95.5936,93.5756,170.8825,35.1909,169.567,98.5431,134.5704,133.2049,107.1555,57.6973,79.3603,88.2156,60.8528,43.9688,41.4443,41.0922,37.9961,155.7715,,58.6499,60.1438,122.3483,105.4757,80.9915,133.2282,87.7626,56.6,25.6,66.179,70.5087,62.03,227.8027,50.3166,42.9916,163.1979,40.7294,36.2445,115.8883,75.9267,43.4177,36.6066,66.9272,42.9281,60.0038,18.23,118.7,118.573,20.2473,104.338,78.8464,127.7027,53.1754,37.9729,46.6306,36.7255,26.1881,51.4515,53.0576,43.0635,62.4796,62.7349,60.8612,128.1,33.51
2014-11-28,121.4874,145.5794,91.6751,107.0837,23.1707,100.603,98.2207,88.9848,173.0598,33.8728,172.5694,98.5708,135.3432,132.7152,102.072,56.2589,79.0228,87.6616,59.6394,43.9959,43.7208,41.1402,40.453,154.1017,,58.2527,59.8402,118.6042,106.1749,81.4103,130.276,87.457,61.23,25.43,66.2714,70.6246,61.98,226.4386,49.5964,43.0214,166.5407,40.6934,36.208,116.0653,76.118,46.8548,36.4167,67.2372,44.4765,56.9559,18.17,113.31,112.5545,20.3145,103.8899,79.5306,126.9989,53.0074,37.3041,45.6286,36.7784,25.8525,52.2175,55.7294,42.9583,58.2335,59.6734,54.9609,128.92,30.5
2014-12-01,119.7061,143.8244,90.1297,105.1212,22.7596,100.2466,98.1045,87.5695,172.6442,32.5454,172.1045,98.1828,133.8534,130.6717,97.2445,55.4293,81.7232,87.0891,59.0767,43.7792,42.7371,41.1114,39.1762,152.1196,,57.3843,60.2599,118.6042,102.6882,80.7916,130.0255,86.6328,59.57,25.08,66.3177,69.3212,62.38,223.4708,49.2947,42.2368,165.4713,39.9912,35.8698,115.4132,75.9745,46.2273,36.5117,66.1157,43.1466,55.506,18.155,106.37,109.2708,20.0962,102.0975,77.7671,125.2534,52.1114,36.9805,45.1571,37.2098,25.7806,52.0721,52.3118,42.4611,56.5989,57.8659,54.9796,129.61,28.5
2014-12-02,119.6066,146.0432,90.5554,109.1012,22.7858,100.2375,98.6585,88.0206,171.7498,33.8449,174.7098,98.6448,134.2817,131.9995,99.9325,56.0735,80.5645,87.7078,60.2285,44.0681,41.8472,41.3895,39.1375,153.2815,,58.2527,60.9295,119.524,106.4325,80.7536,130.7859,87.494,59.38,25.2,65.2543,69.8812,62.55,225.0469,49.7132,41.8694,163.8462,40.3783,35.7235,115.0593,76.5391,46.208,36.1127,67.1186,43.0801,56.7488,18.12,108.74,112.6586,20.432,102.6791,78.326,126.9989,52.2607,37.3257,45.7563,36.752,25.6752,52.7121,52.1607,43.1209,57.8483,57.9212,56.0252,130.03,29.21
2014-12-03,119.3263,147.5527,92.5079,110.9169,23.0745,101.4347,99.0963,88.6133,171.3613,34.5876,174.3708,99.4392,135.129,132.7529,102.3006,56.9031,82.2705,89.3884,61.7321,44.7277,41.9221,41.6676,39.7082,155.8886,,58.9455,63.1796,122.1625,108.4932,80.9535,134.7312,88.7977,59.29,25.1,65.0601,70.6053,62.66,229.1023,50.6004,42.9221,164.4862,41.6477,35.8423,116.531,77.8787,46.5748,36.9391,67.994,43.4315,56.9115,18.225,112.51,113.7847,20.7594,104.1855,78.2007,129.0447,52.5314,37.1315,45.9626,38.5306,26.4709,53.0321,53.5863,43.6182,59.0977,59.3967,58.1258,130.58,29.77
2014-12-04,118.7386,147.5527,91.8509,109.8257,22.8208,101.6357,98.6764,88.1622,171.4065,33.9192,174.5064,101.6194,134.8962,131.6887,98.1039,56.9737,81.714,88.8066,61.0902,44.8096,43.4866,41.4758,40.0371,155.0489,,58.4559,62.7064,120.5645,106.9937,80.5156,134.1586,88.3135,61.75,24.91,65.4022,70.306,62.42,230.9457,50.4444,42.1772,165.1345,41.9898,35.8789,115.0593,77.4194,47.9362,36.6351,67.8846,43.2321,56.1792,18.6,113.35,112.0908,20.8013,102.517,78.3164,128.1438,52.3634,37.1962,45.4911,37.6941,26.375,52.9351,53.5674,43.6469,58.2898,59.1938,57.8924,130.26,29.62
2014-12-05,119.5433,147.5618,92.2488,108.7711,22.7509,101.7089,99.1678,87.3749,171.533,34.2998,176.2982,99.4208,135.1476,139.0812,97.8937,57.2561,81.86,89.2868,61.0287,44.9916,44.2922,41.5813,39.7759,154.3947,,58.7515,62.7242,120.7318,105.1445,81.0582,134.9638,89.0305,63.03,25.31,65.9293,70.528,63.26,233.0287,50.2299,42.0283,165.0166,42.5435,36.2354,116.056,77.4481,49.2492,36.6541,68.0487,43.2796,56.009,18.88,114.54,111.0025,20.8769,104.2427,78.4513,128.3503,52.6994,36.5705,45.4911,38.3281,26.423,53.866,54.0583,43.5991,58.6092,58.2901,57.7803,130.86,30.02
