date,AMT,SPG,CCI,PLD,EQIX,PSA,WY,DLR,AVB,WELL,EQR,VTR,BXP,SBAC,O,ESS,HST,CBRE,ARE,VNO,HCP,MAA,EXR,UDR,DRE,IRM,REG,FRT,SLG,KIM,AIV,MAC
2013-09-12,67.5281,123.3671,60.0997,31.6493,151.5314,131.3188,23.8019,43.8253,110.4983,47.5401,39.752,48.1382,87.48,77.24,31.2597,129.9484,14.6091,23.54,53.2786,72.9687,31.1938,51.5957,36.6813,20.0944,12.2722,17.9064,40.6809,86.6362,78.6148,16.234,24.1289,45.4537
2013-09-13,67.1546,123.5501,59.2767,31.5724,150.894,131.3946,23.8607,44.0272,110.319,47.9047,39.6576,48.7249,87.6473,76.5,31.2438,130.6506,14.6334,23.4,53.3717,73.1677,31.3451,51.3398,37.1964,20.1702,12.3862,17.9131,40.6383,87.2698,79.4872,16.25,24.2052,45.6132
2013-09-16,67.6648,126.2038,59.8197,31.8713,148.0883,132.7167,24.1801,44.116,111.0277,48.7191,39.8174,50.1363,88.5338,77.27,31.8017,131.691,14.682,23.57,53.7354,73.8687,31.9428,51.5461,37.3569,20.2628,12.6061,18.1085,41.2599,87.2959,80.0247,16.6192,24.3747,46.3149
2013-09-17,67.3459,125.9709,59.7773,32.0677,149.094,133.5083,24.0204,44.4633,110.3361,48.7269,39.6285,49.8667,88.4,77.28,31.6503,131.1708,14.8279,23.66,54.1329,73.6004,31.5948,51.1581,37.2978,20.1702,12.6549,18.3375,41.4814,87.4434,79.6986,16.563,24.1374,46.2352
2013-09-18,69.0132,128.4915,59.9046,33.4427,152.7587,139.4788,24.6172,46.5553,115.1437,50.8754,41.0379,51.968,92.7405,77.4,32.5031,136.2685,15.152,24.24,56.6281,76.2571,33.2517,52.4377,38.8853,20.9194,13.2087,18.9775,43.0568,91.1408,82.1394,16.8037,25.2307,47.8141
2013-09-19,68.4187,128.5414,60.4222,33.2121,156.2103,139.7904,24.6003,45.9899,115.545,50.7203,41.1988,51.0085,92.9329,77.44,32.2241,135.0201,15.0961,23.99,57.0087,76.7244,32.8129,53.2055,39.4426,20.8268,13.225,19.5501,42.7843,91.2894,81.7957,16.9401,25.1205,47.535
2013-09-20,67.5957,125.6132,59.9216,32.5289,156.841,137.963,24.2137,44.528,113.6066,49.4327,41.0452,49.8985,91.461,77.22,31.8177,132.2025,14.7631,23.81,55.7315,74.6995,31.8445,52.3304,39.3412,20.4564,13.0295,19.3211,41.9582,89.8554,80.4652,16.555,24.5865,46.3468
2013-09-23,66.7179,125.8544,59.947,32.5801,156.3552,136.6241,23.7515,45.0207,112.5307,48.8044,40.3721,49.5416,91.5195,77.22,31.5865,130.694,14.6415,23.59,56.036,74.4485,31.504,51.5379,39.1132,20.187,12.997,19.3211,41.805,89.6892,79.681,16.4426,24.1119,46.1793
2013-09-24,66.6173,124.7813,59.6755,32.3239,154.5911,135.1335,23.8271,45.0449,110.6435,48.9208,39.7209,49.4861,89.6545,77.42,31.8097,128.882,14.52,23.3,55.3509,73.2889,31.3224,50.9435,38.6404,19.9008,12.8178,19.6747,41.1833,89.2171,78.3769,16.258,23.8238,45.8285
2013-09-25,67.4586,124.9809,60.6088,32.4435,154.7786,136.6493,23.9784,44.843,111.7963,49.1923,39.9185,49.9302,88.9101,77.99,32.2799,130.3472,14.5848,23.4,55.3086,73.0379,31.5267,50.7536,39.0795,20.0018,12.7852,19.0626,41.2174,88.8323,78.1478,16.2019,23.9085,45.5015
2013-09-26,68.245,125.8378,61.941,32.879,156.4319,137.2725,24.2221,45.2549,111.6671,49.425,39.9989,50.176,89.8189,79.69,32.7502,130.959,14.6745,23.42,55.4625,73.7302,31.6175,51.8433,39.299,20.1954,12.8992,18.9674,41.6006,89.5756,78.5724,16.3864,23.9933,46.0916
2013-09-27,68.1444,124.8645,61.6949,32.7082,156.9348,136.9188,24.3146,44.1403,111.3228,49.0061,39.9111,49.6844,90.1134,79.83,32.2313,130.7405,14.5359,23.34,54.9496,73.0466,31.4359,52.1405,38.8515,20.1954,12.8097,18.8518,41.277,89.4444,78.3513,16.3463,23.8916,45.661
2013-09-30,67.7878,123.3089,61.9665,32.1275,156.5172,135.2009,24.0624,42.8884,109.42,48.3856,39.1941,48.7646,89.9536,80.46,31.823,129.0886,14.4135,23.13,54.5736,72.7437,30.982,51.5957,38.6319,19.9513,12.5735,18.3758,41.1748,88.7099,78.5724,16.1938,23.6797,45.0071
2013-10-01,67.7238,124.3986,61.2028,32.6826,155.0428,137.0535,24.4827,43.9545,109.9366,49.2621,39.7355,50.0412,90.6604,79.42,32.5435,131.2037,14.6011,23.61,55.1377,73.3148,31.7083,51.4141,39.4932,20.2123,12.8504,18.3486,42.086,90.3888,79.7752,16.356,23.9509,45.3819
2013-10-02,67.6598,126.104,60.7276,33.0925,149.6735,137.862,24.4322,44.0676,110.9612,48.6958,39.5673,50.3346,90.5089,78.717,32.4635,132.3836,14.7724,23.24,55.1804,72.9168,31.6024,52.6028,39.2061,20.2628,12.7364,18.0833,41.8305,90.5112,79.7133,16.3641,23.7983,45.4935
2013-10-03,67.1477,123.7664,60.3288,32.6399,141.9947,136.4135,24.1801,42.6622,108.7054,47.765,38.6747,49.1848,89.7853,77.64,31.871,129.6218,14.3972,22.75,54.2402,71.9562,30.127,50.8444,38.5897,19.8503,12.5002,17.6821,41.1152,89.663,78.1744,15.9668,23.417,44.8875
2013-10-04,66.471,124.0908,59.9555,32.5374,142.8129,137.062,24.0288,42.4037,107.5431,47.9745,38.5064,48.9232,89.6001,77.51,31.783,130.321,14.5032,22.55,54.1547,73.1418,29.5445,50.8032,38.843,19.8839,12.5816,17.7501,41.1663,89.7505,78.5724,15.8776,23.5271,44.4011
2013-10-07,66.7819,125.6631,60.4985,32.23,141.2191,137.6093,24.0372,43.5668,107.612,48.1218,38.7771,49.2562,88.8176,78.05,31.759,131.3261,14.3483,22.5,54.2744,73.0293,30.1573,51.3232,38.9021,20.027,12.5898,17.8113,41.3451,90.1789,78.2717,15.8938,23.6119,44.4967
2013-10-08,65.7394,123.9827,59.6161,32.0336,139.9493,136.2872,23.6338,42.4037,106.6477,47.7961,38.1771,49.2245,87.1346,77.11,31.4307,130.9503,14.1199,22.11,54.2573,72.4408,30.3843,50.7536,38.6488,19.8357,12.3699,17.5869,40.8086,89.2258,77.5022,15.61,23.1966,44.114
2013-10-09,65.4925,124.1657,59.7688,31.9482,140.9294,136.4556,23.7431,42.6541,107.302,47.6409,38.2064,49.2007,87.0421,77.1,31.5028,130.3822,13.9404,22.27,54.1291,72.4322,30.4221,50.6876,38.4377,19.7932,12.4351,17.4713,40.783,88.5263,77.9002,15.8776,23.3746,44.0582
2013-10-10,67.294,127.0689,60.0828,32.9474,141.7561,140.0599,24.323,43.5264,110.5565,48.9363,39.1722,50.4852,88.6493,78.44,32.3114,134.8395,14.3727,22.82,55.1035,75.0023,30.9214,52.1864,39.603,20.2609,12.7282,17.5869,41.9838,90.9047,79.5895,16.3722,23.9255,44.8396
2013-10-11,68.0713,128.1005,60.5579,33.3914,142.4038,141.8199,24.6592,44.6249,111.03,49.3784,39.3039,50.8182,90.2733,79.36,32.5435,135.3814,14.6093,22.78,54.5821,75.2187,31.4284,52.8711,40.3292,20.4479,12.8504,17.206,42.367,91.2807,81.6059,16.5344,24.3238,44.8556
2013-10-14,68.2541,128.375,61.0331,33.2804,141.5771,141.1125,24.6256,44.116,110.7287,49.1612,39.238,50.4456,90.2228,79.91,32.6556,135.5212,14.6256,22.67,54.3257,75.3225,31.3603,52.5204,39.9239,20.4394,13.0865,17.3284,42.3415,91.3332,81.376,16.6398,24.2814,45.1267
2013-10-15,68.3364,128.0506,61.101,33.3146,139.7873,140.902,24.1885,43.9303,110.634,49.0371,39.2307,50.1918,90.0209,79.94,32.7036,136.0281,14.4054,22.42,54.0094,74.7773,31.1635,52.1196,39.7381,20.3799,12.9807,17.2672,42.4266,90.9571,81.659,16.4533,24.2814,44.5605
2013-10-16,70.522,130.7542,63.0186,34.143,141.0742,143.8073,24.7096,44.4149,112.9414,50.0687,40.0721,51.2781,91.2578,81.51,33.3121,138.4666,14.7561,22.79,54.7958,76.56,31.8293,53.18,40.4136,20.805,13.3471,17.376,43.687,92.6885,82.623,16.8507,24.6628,46.0836
2013-10-17,72.552,131.9354,65.1738,34.1942,143.1793,145.3146,25.2223,46.2645,114.7236,50.6272,40.6794,52.19,91.8721,84.17,33.7844,140.4418,15.0579,23.18,56.3941,77.3994,32.4119,54.3239,41.047,21.2131,13.5996,17.6685,44.0191,93.4667,83.7286,16.9723,24.934,47.208
2013-10-18,72.2503,131.4446,64.4526,34.0063,142.1907,144.9778,25.3063,45.4245,114.1984,50.3014,40.394,51.968,91.5692,84.672,33.5122,139.8825,15.1558,22.87,56.4197,77.0966,32.2076,54.516,40.895,21.2641,13.6484,18.0221,43.9425,93.1519,83.7639,16.9155,24.8662,47.1203
2013-10-21,72.7075,130.4131,63.3495,34.0746,142.3373,143.782,25.2895,45.4245,114.2586,49.9912,40.277,51.3971,90.0209,86.06,33.0239,139.7426,15.2048,23.06,56.189,76.7937,31.8293,54.8667,40.6754,21.2131,13.5181,18.0561,43.7722,91.989,83.2421,16.8182,24.6882,46.5063
2013-10-22,73.2744,132.8921,63.5277,34.7408,142.3271,144.3631,25.4912,45.4083,115.5845,50.5031,40.5843,52.2058,92.032,86.74,32.7837,140.1097,15.1313,23.52,56.6932,77.6244,32.1698,55.543,40.4981,21.4767,13.6973,18.2465,44.5045,92.741,84.0381,17.0534,24.8238,47.2399
2013-10-23,72.2411,132.1018,62.7895,34.2711,143.735,144.3967,25.6005,45.5295,115.5415,50.6427,40.6428,52.3327,91.2158,85.48,33.192,140.9575,14.9723,23.35,56.924,77.3562,32.2152,55.6014,40.8358,21.4087,13.6892,18.0561,44.777,92.9858,84.3123,17.0534,24.934,47.1044
2013-10-24,73.5031,133.516,64.9787,34.5187,148.3525,144.742,25.466,46.2807,110.634,50.8677,39.377,52.3486,90.3575,87.45,33.256,139.7776,15.2211,23.53,56.7787,77.8062,32.0714,54.9251,40.7092,20.873,13.852,18.1921,44.9899,93.0995,85.4355,17.2075,24.4764,47.4552
2013-10-25,73.9054,132.8505,64.5799,34.9457,146.1963,146.7462,26.3821,46.7733,113.191,51.558,40.1745,53.3873,92.2592,87.29,34.4089,142.6443,15.319,23.72,57.9924,78.8446,32.5708,56.2026,41.0807,21.3321,13.9986,18.4438,45.3817,93.7203,86.7533,17.5237,24.8916,47.6546
2013-10-28,73.4299,131.0619,64.3762,34.6639,143.9804,145.1546,26.3401,47.048,111.0817,51.0538,39.7794,52.8085,90.3659,87.35,34.4809,142.1199,15.1884,23.41,57.3941,78.2735,32.4195,55.9187,41.0301,21.3066,13.8032,18.1105,45.1092,92.5661,86.8064,17.5156,24.7815,47.1283
2013-10-29,73.4208,130.3382,64.9447,34.5358,143.5117,142.8388,26.0123,46.8703,109.4028,50.6427,39.399,52.4199,90.8455,88.62,34.4009,141.7965,15.1966,24.4,57.1377,78.0658,31.8899,55.735,39.9577,21.3576,13.5914,18.0561,44.8196,92.6972,84.33,17.4102,24.2814,46.6977
2013-10-30,73.7865,129.6561,64.8853,34.1942,138.2192,141.163,25.7922,39.7141,109.0584,50.123,38.8868,52.19,88.4052,88.93,34.1207,140.3806,15.1069,23.48,56.9326,77.1831,32.0109,55.6933,39.0119,21.2131,13.567,17.9473,44.6663,91.8578,84.2327,17.5562,23.8916,46.6578
2013-10-31,72.5612,128.5663,64.5035,34.1173,137.4283,140.6072,25.7457,38.4945,107.6637,50.3014,38.3088,51.7301,87.0926,87.39,33.3441,140.7127,15.1313,23.23,56.2232,77.0706,31.7926,55.4428,38.8346,21.0941,13.4937,18.0493,43.9936,90.5899,83.6401,17.4183,23.7136,47.216
2013-11-01,72.5795,130.2717,63.7908,34.6468,141.6163,142.3083,25.6822,39.173,108.2319,50.41,38.7039,51.968,87.8667,87.49,33.5843,143.2386,15.3434,23.03,56.7702,77.8581,31.9535,55.042,38.9444,21.0686,13.4611,17.7569,44.4705,94.5685,84.613,17.4832,23.4339,47.7901
2013-11-04,72.2411,130.7042,63.8332,34.9116,139.7788,142.022,25.7076,38.6884,108.4902,50.5031,39.0478,52.19,87.3282,87.73,33.5042,143.3347,15.5473,23.04,56.7274,78.2735,32.0837,54.9418,39.4679,21.0431,13.6322,17.6617,44.0106,94.4461,84.3211,17.5643,23.5949,47.6626
2013-11-05,71.8753,129.1154,64.6053,34.0832,137.4436,139.142,24.9711,38.6964,106.7596,48.7501,38.4552,50.7389,85.9566,90.96,33.184,140.0573,15.3842,22.87,55.7872,78.3427,31.2487,53.6559,38.2519,20.6094,13.3471,17.7025,43.0653,93.6329,82.9061,17.321,23.3407,46.9289
2013-11-06,72.7258,129.9056,64.7411,34.0661,139.1396,138.6704,24.8611,38.1634,107.1212,49.0759,38.5283,50.7707,85.9566,91.83,33.5362,139.4892,15.425,22.44,55.6249,78.4379,31.3789,53.7645,38.0662,20.7115,13.2331,17.8861,43.0313,93.5367,82.1808,17.3372,23.3237,46.5382
2013-11-07,72.0308,129.2069,63.9605,33.511,136.1482,135.7398,24.6579,37.6626,105.7437,48.2319,38.3747,50.4535,85.1824,91.46,33.1199,137.4003,15.0742,22.28,55.0436,77.2863,30.9882,52.2949,36.8502,20.3799,12.9074,18.0221,42.2648,92.1638,80.863,17.1264,22.5271,45.9015
2013-11-08,71.1346,127.2852,63.2477,33.2633,132.9011,134.6619,24.8018,37.0003,104.9,47.431,37.826,48.8201,84.4251,91.6,32.0712,135.46,15.1721,22.32,54.4197,76.8414,30.36,51.6269,35.9382,20.1843,12.7608,18.3077,41.5965,91.8403,80.7481,17.0291,22.4593,45.5871
2013-11-11,70.8237,126.8443,63.3241,33.3231,133.992,134.6451,24.641,37.4768,105.3735,47.1719,37.7894,48.7487,84.9552,91.28,32.0712,136.7798,15.115,22.43,54.3855,77.0508,30.2451,51.2846,36.1409,20.2353,12.9074,18.3622,41.9747,91.8753,81.2433,17.0615,22.4423,45.8692
2013-11-12,71.2901,124.6149,63.0525,32.9388,132.2534,133.9967,24.6749,37.4607,104.4178,46.8264,37.526,48.154,84.6944,90.75,31.9431,137.0769,15.0498,22.03,53.924,76.6669,30.0995,51.3096,36.0818,20.0993,12.8333,18.3622,41.6137,91.6567,80.3854,16.9074,22.3745,45.6838
2013-11-13,71.4821,125.5206,63.3241,33.1182,134.5119,134.9567,25.1658,37.388,104.9258,47.1012,37.7162,47.9796,85.2581,90.15,32.1032,141.0711,15.2619,22.6,54.3684,77.3561,30.2221,51.3848,36.2929,20.2694,13.0062,17.9881,42.1208,92.3737,80.8277,16.9642,22.6054,46.0627
2013-11-14,72.3326,127.5165,64.0623,33.2975,138.2703,136.9862,25.2759,38.0584,105.0291,47.5488,38.0967,48.265,85.4769,89.4,32.4795,139.7951,15.3434,22.88,54.9069,78.0279,30.3217,52.0027,36.352,20.3289,13.1708,19.3755,42.3873,93.8865,81.4733,17.1264,22.4857,46.7558
2013-11-15,72.4972,128.7492,64.5629,33.4598,142.8469,136.7672,25.1743,38.7449,103.5052,47.5095,37.5918,48.5108,86.6971,90.0,32.6796,139.3056,15.5066,22.97,55.4966,78.5426,30.4979,52.2031,36.2,20.1928,13.1708,20.5044,42.3271,93.9826,81.9863,17.175,22.4429,47.4651
2013-11-18,71.8479,127.8352,64.758,33.2377,139.8879,134.3167,25.1066,38.9064,102.3946,47.1876,37.4748,48.3205,86.2427,89.9,32.1432,138.0471,15.376,22.95,55.2402,78.3158,30.4213,52.1029,35.44,20.1503,12.9568,20.4364,41.8973,93.2656,81.3406,17.1669,22.1521,46.9492
2013-11-19,71.4181,127.5668,64.0792,32.9815,137.7078,132.1693,25.0643,38.2037,101.6541,46.6694,37.3504,47.8924,87.0168,88.59,31.815,135.4338,15.1477,22.76,54.6505,77.8098,29.8314,52.1112,34.5281,20.0313,12.7757,20.1916,41.6567,92.6885,80.6596,17.1183,22.1008,46.5785
2013-11-20,71.4456,125.8309,63.4768,32.5289,136.8897,130.1482,24.6918,37.9857,101.1203,45.9157,37.0504,46.9171,85.7294,86.53,31.1425,133.8257,15.0335,22.44,54.2829,77.1642,29.7471,51.2428,34.4268,19.9208,12.644,19.5251,41.0291,92.0502,79.9609,16.9318,21.81,46.248
2013-11-21,70.9518,126.3676,63.1544,32.8961,136.8982,130.2998,24.9204,38.3976,101.9038,46.112,37.1894,47.3849,86.1333,85.48,31.1505,135.0668,15.2782,22.78,55.1975,78.307,29.8161,51.4182,34.8067,20.1758,12.7263,19.4299,41.4332,92.671,80.5181,16.9966,21.9982,46.4898
2013-11-22,70.6683,125.4368,62.9507,32.8278,136.6255,130.4093,25.0219,37.8968,101.215,45.3504,37.1894,46.9012,85.5695,84.75,31.0465,133.8869,15.1558,23.4,55.2146,78.4641,29.3181,51.3013,35.3049,19.9973,12.6851,19.3143,41.1581,92.1813,81.1107,16.9561,21.8955,46.4818
2013-11-25,70.4122,124.8162,62.6792,32.7595,138.2788,129.4409,25.0135,37.6949,100.6124,45.0127,37.0211,46.1083,85.5106,84.93,30.6462,133.2751,15.0742,23.68,54.924,77.6702,28.8814,50.7502,35.4485,20.0143,12.537,19.2667,41.0377,91.4731,80.9957,16.8993,21.8442,46.1836
2013-11-26,71.3541,125.898,63.2901,32.5033,138.5175,128.5482,25.0473,37.6061,101.0256,44.1098,37.2333,45.577,84.7028,85.72,30.3259,132.8643,15.0335,24.16,54.7872,77.0595,28.3911,50.2576,35.1107,19.8102,12.4629,19.0966,40.7799,91.2807,80.4474,16.9237,21.5192,45.8209
2013-11-27,71.665,127.2398,63.2562,32.8705,136.8897,129.8451,25.8938,38.1472,103.0747,44.5731,38.0528,45.7039,85.5106,85.59,30.8342,133.7645,15.1395,24.44,54.83,77.7836,28.6286,50.9339,35.6765,20.1503,12.5534,19.1647,40.8486,91.7354,81.0841,16.9318,21.6646,46.4012
2013-11-29,71.1164,125.6632,62.9847,32.3923,136.9578,128.5903,25.5044,38.1553,102.076,43.9606,37.7089,45.0616,83.7182,85.17,30.6572,132.6808,15.0171,24.24,54.0693,76.7105,28.169,50.2993,35.3978,19.7847,12.4958,19.1238,40.2641,90.5199,80.014,16.7209,21.4765,45.8934
2013-12-02,71.5187,124.8162,63.638,32.1104,135.9777,128.6745,25.0558,37.0972,101.3528,43.7722,37.7967,44.6097,84.0128,85.93,30.4561,133.0915,14.8377,24.4,53.9753,76.7018,27.8396,50.3244,35.3218,19.9633,12.4793,19.0558,40.3844,90.1877,80.0671,16.7534,21.3824,45.7322
2013-12-03,71.0615,124.8414,63.7738,31.9823,135.8414,126.6703,24.9627,35.9664,102.076,43.4503,38.0528,44.3797,83.7182,85.42,30.247,134.621,14.6745,24.41,54.018,77.6266,27.6251,50.5832,35.3049,20.3799,12.4629,18.9266,41.0205,90.756,80.5446,16.7534,21.3824,46.1594
2013-12-04,70.8054,125.2523,63.2222,31.8457,137.8868,127.9419,24.895,36.3461,103.9529,43.2697,38.7259,44.57,83.9623,85.98,29.6597,131.6669,14.8051,24.66,53.2658,78.2372,27.9545,51.3263,35.1361,20.4989,12.3476,19.3211,40.9604,90.3451,80.9249,16.7858,22.0923,47.0379
2013-12-05,71.0981,126.4599,63.2562,31.7859,142.6935,127.285,24.9034,37.388,103.8582,43.3247,38.4991,44.9427,84.181,86.29,29.5069,134.7871,14.8458,24.76,53.5479,78.2023,27.9545,51.8941,35.5667,20.4989,12.29,19.2055,41.3042,90.7648,81.7386,16.8101,22.0324,47.7794
2013-12-06,71.3998,128.0951,63.9774,32.3154,141.0316,129.6851,25.242,37.1618,104.7794,43.309,38.8942,44.681,84.7617,87.11,29.8287,134.5773,15.0661,25.1,54.0949,79.1707,28.0158,51.6854,35.8538,20.5839,12.4546,19.4843,41.7598,90.9746,83.3483,17.0129,22.1094,48.7547
2013-12-09,72.0948,128.9253,63.9265,32.3923,143.4861,130.6956,25.4621,36.8549,105.1324,43.4817,39.1283,45.4026,85.8303,87.32,30.0298,134.822,15.1313,25.41,54.3599,78.9439,28.2456,51.7355,35.7778,20.669,12.3806,19.4979,41.7168,90.9222,82.685,17.1183,22.2719,48.6338
2013-12-10,72.4332,128.4054,63.8162,32.2556,143.6736,130.2745,25.3859,37.7514,105.2185,43.5916,39.5087,45.9735,86.0239,86.9,30.1344,133.3974,15.1232,25.31,54.1462,78.9613,28.2379,52.1279,35.5498,20.7455,12.3312,19.4095,41.1495,90.6948,81.7917,16.9155,22.3061,48.3678
2013-12-11,71.1529,126.158,62.9083,31.1625,142.9492,127.9376,24.8018,37.3572,103.7893,42.5709,38.8795,44.6652,83.8613,86.76,29.7241,129.8752,14.7724,24.86,52.8556,76.6495,27.4565,50.7168,34.7229,20.3289,11.8537,19.8379,39.6881,88.3426,79.731,16.3722,21.8271,47.2716
2013-12-12,70.3911,124.4221,62.8319,31.2308,143.1793,127.2238,25.0812,36.6508,103.0317,42.1155,38.3747,44.3881,83.4153,86.48,29.9091,127.8388,14.5603,24.72,52.2402,76.1522,27.3186,50.3077,34.4586,20.1418,11.6726,19.7563,39.7655,87.8092,79.6867,16.3803,21.7673,47.1507
2013-12-13,70.4554,127.1559,62.7131,30.9917,143.8526,127.0793,25.4028,36.6672,102.6615,42.3275,38.1991,44.9664,82.8515,87.54,30.7699,126.7376,14.7398,24.77,52.5222,76.8327,27.4029,50.2659,34.5183,20.0313,11.722,20.0556,39.7053,87.7043,79.386,16.2344,21.9554,47.1588
2013-12-16,69.8404,127.701,61.2367,31.1036,144.6622,128.3285,25.9107,36.8725,102.4893,42.1469,37.9796,45.2476,83.2807,85.45,30.7377,126.4841,14.8703,24.96,52.6761,76.571,27.6251,50.1323,34.7485,19.9123,11.7714,20.076,39.5506,87.7655,79.1826,16.1452,21.9982,47.1427
2013-12-17,70.1157,127.9693,60.7616,31.2671,144.0486,127.0623,25.479,37.9157,101.5336,42.2647,37.7674,45.4484,85.0814,84.99,31.3812,127.1746,15.0171,24.97,54.1035,76.7891,27.8242,50.3912,35.0383,19.8698,11.936,19.6339,39.4389,88.3164,79.7487,16.2993,22.0581,47.32
2013-12-18,71.7954,130.0407,61.2622,31.9814,145.2418,129.2973,26.571,38.1868,102.9972,42.9164,38.4113,46.3962,86.6718,85.87,31.9604,129.0886,15.3842,25.75,54.9325,78.4292,28.2226,50.65,35.6521,20.0313,12.1748,19.9603,40.1867,89.8029,81.6767,16.5993,22.289,47.989
2013-12-19,71.6945,129.1434,61.941,31.6114,144.0571,128.456,26.4694,38.0225,101.6025,41.2833,38.0747,45.5046,85.9566,87.21,30.6009,124.7886,15.3924,25.56,53.5308,77.295,27.4259,49.8484,35.8482,19.6402,12.0842,19.8787,39.7225,88.1765,81.8536,16.3966,21.9811,47.2636
2013-12-20,71.5476,129.7388,61.0755,31.6974,145.4719,129.0169,26.5795,38.9425,102.2482,41.6994,38.0162,46.0669,87.0926,87.06,36.055,124.2118,15.5555,25.8,54.8727,77.5044,27.6404,50.2826,36.3427,19.5722,12.2735,20.2732,39.8773,89.0422,81.2787,16.3885,22.1436,47.5215
2013-12-23,71.979,129.1098,61.2198,31.8351,148.9917,128.7874,26.5202,39.8378,101.5852,41.5816,37.9357,45.8982,87.2693,87.57,30.44,126.0646,15.735,25.97,54.8898,77.74,27.7476,50.3327,36.0443,19.6572,12.2159,20.4704,39.9116,88.946,82.0835,16.3155,22.0409,47.8439
2013-12-24,72.2452,129.244,61.4658,31.8179,149.6735,128.8299,26.4779,40.3306,101.8263,41.6837,38.1654,45.8902,87.0252,88.14,30.6733,126.1957,15.841,26.2,54.9582,77.7225,27.8549,50.6667,35.959,19.8187,12.2077,20.9645,40.2125,89.322,81.9509,16.3074,22.1265,47.8761
2013-12-26,72.3645,129.3362,61.5677,31.9556,149.9292,128.4475,26.5202,40.3306,102.2224,41.6523,38.3506,45.9946,87.5133,88.26,30.6733,126.9823,15.841,26.26,54.6847,77.8272,27.9468,50.5331,35.8311,19.8102,12.2242,20.9919,40.0922,89.1558,81.7209,16.429,22.1607,47.9084
2013-12-27,72.3462,128.4893,61.5761,32.0073,148.7872,128.422,26.4948,40.3306,103.3083,41.7701,38.4099,45.9785,86.9074,88.1,30.4561,126.6939,15.8903,26.24,54.9179,78.4292,27.9621,50.8754,35.78,19.8527,12.2735,20.9645,40.1867,88.9198,81.8543,16.3236,22.289,47.6908
2013-12-30,73.2457,128.6402,62.1277,32.0073,147.5003,128.8044,26.6048,40.2156,102.9956,41.9585,38.5729,46.34,87.522,89.34,30.3124,126.7115,15.8656,26.31,55.0907,78.2983,28.0388,51.0925,36.0698,19.8953,12.3888,20.9233,40.1094,89.3251,81.881,16.3441,22.3403,47.8358
2013-12-31,73.264,127.6003,62.3059,31.8007,151.2332,127.9121,26.7234,40.3471,102.7176,42.0606,38.4321,46.0107,86.8814,89.84,30.175,126.4824,15.9642,26.3,54.9611,77.4608,27.8242,50.7168,35.9164,19.8527,12.3806,20.8272,39.7999,89.3603,82.1477,16.1965,22.1607,47.4651
2014-01-02,72.9244,127.5416,60.7786,31.7663,148.9406,126.5779,26.4694,40.6345,102.7263,42.037,38.521,45.6412,86.8987,88.42,30.1911,128.9413,15.8164,26.34,55.0561,77.3299,27.74,50.984,35.6265,19.7847,12.3888,20.2371,39.5162,88.9109,81.792,16.2129,22.1607,47.054
2014-01-03,73.1355,129.1014,60.4476,32.0503,147.7986,127.5637,26.5287,40.9303,104.0468,41.6523,38.847,45.6171,87.9375,87.81,30.4983,130.6071,15.7096,26.4,55.6349,78.1413,27.717,51.5267,35.8823,20.1333,12.4793,20.1959,40.2211,89.8185,82.5301,16.3523,22.1607,47.3039
2014-01-06,73.6036,129.9736,60.4731,32.188,148.4463,127.4957,26.2578,40.8481,105.5933,42.6259,39.1508,46.7497,88.9156,87.82,30.66,131.2945,15.6439,26.25,55.4276,77.8534,28.1996,51.6353,36.0357,20.2779,12.3065,20.093,40.2641,90.9905,82.0855,16.3605,22.1949,47.3442
2014-01-07,74.6225,129.8813,61.7458,32.472,153.057,127.3513,26.334,40.9549,105.1415,42.6023,39.2175,46.7657,89.4869,88.56,30.8136,132.4579,15.6439,26.19,55.5831,78.9526,28.6823,51.5935,35.9249,20.1758,12.4711,19.743,40.4446,91.6161,82.8236,16.4097,22.1008,47.5457
2014-01-08,75.2099,129.4369,61.1095,32.429,153.6536,127.5807,26.0885,40.6428,105.4021,42.3197,39.5732,46.5006,88.8896,89.04,30.4579,131.5942,15.7999,26.19,55.4622,78.4205,28.621,51.5267,35.78,20.0341,12.3723,19.3587,40.2727,91.1755,82.7435,16.5245,22.0238,47.5699
2014-01-09,75.3568,129.3111,60.8973,32.0159,151.2672,130.0621,26.2409,40.8235,105.0286,42.4139,39.5954,46.6211,88.9329,87.84,30.5387,131.7088,15.8492,26.15,55.393,78.909,28.6593,51.4432,36.2233,20.1458,12.3229,19.2146,40.4446,91.0434,82.2456,16.6229,21.9982,47.4087
2014-01-10,75.8524,130.569,60.9652,32.3601,152.5627,131.0904,26.2917,41.0699,105.8192,43.5602,39.6917,48.7578,90.4044,88.32,31.1692,133.1366,15.7507,26.38,55.9373,79.9995,29.7778,52.1363,37.144,20.2317,12.3641,19.1185,40.926,92.3299,82.5301,16.8607,22.5883,47.4812
2014-01-13,75.3935,130.1245,60.7531,31.6286,149.0769,130.8354,25.8853,41.2424,104.9764,43.9292,39.4324,48.1152,89.6773,89.12,30.951,133.4098,15.6685,26.2,55.6522,79.3365,29.1955,51.8828,36.9138,20.0599,12.2818,19.0019,40.3586,91.8805,81.9432,16.5983,22.4857,47.1185
