date,DWDP,PX,ECL,SHW,APD,LYB,PPG,IP,NUE,FCX,NEM,BLL,VMC,EMN,WRK,MLM,CF,FMC,ALB,MOS,PKG,IFF,AVY,SEE
2018-05-29,63.2219,151.7495,141.3535,387.2092,160.6593,109.5299,100.596,52.4527,62.3416,16.6022,38.7886,37.4006,126.8962,103.6819,58.5781,218.7759,40.9151,87.1674,92.6991,27.7825,117.4664,123.4231,105.1386,44.2054
2018-05-30,64.4454,154.8971,143.6271,384.4945,161.8806,111.9181,100.9843,53.3939,63.7133,17.0708,39.0477,37.4802,127.4548,104.2092,59.3025,219.8213,41.2828,88.2055,93.2571,27.9921,117.6452,124.1192,105.8416,44.4635
2018-05-31,63.769,154.6694,142.2111,378.5063,160.2721,110.1884,100.4766,53.0075,63.8027,16.8515,38.7886,36.8617,127.4149,103.7714,58.4293,222.3454,40.8853,86.9278,93.1375,27.4431,116.7312,121.454,103.9999,43.3877
2018-06-01,65.818,156.1938,143.1984,385.2431,162.387,111.1711,101.5618,54.7315,65.403,17.0708,38.4997,36.6721,128.9909,105.2339,59.6598,224.62,40.2195,88.1056,93.9247,27.6128,119.2546,123.3335,105.297,43.7861
2018-06-04,66.7729,155.9265,143.8565,386.0914,162.3771,111.4365,101.9799,56.7428,65.2341,17.1606,38.1111,36.722,129.1804,105.5224,60.2155,226.8048,40.3188,87.357,94.1041,27.4131,119.6122,123.8507,105.3366,43.9754
2018-06-05,67.5289,157.8864,144.2055,389.6644,163.7077,113.4512,102.0496,56.6636,65.8801,17.5993,38.41,36.5624,128.4822,105.8208,60.3048,226.1863,41.0841,88.1056,94.3133,27.8224,120.3076,123.7413,106.6302,43.7563
2018-06-06,69.6675,161.4533,146.17,394.7943,166.5475,116.0064,103.4733,58.447,66.8642,18.1477,38.66,36.6422,129.8986,109.4022,60.4437,227.0443,42.2965,90.7108,95.3297,29.0564,122.225,124.9048,105.9834,43.2383
2018-06-07,69.0508,158.9659,145.462,394.3052,166.5376,116.4978,102.637,58.0705,66.0093,17.8785,38.58,37.2408,130.2177,107.7408,60.0964,229.0096,42.6245,88.6247,94.8813,29.2762,122.2051,125.5214,105.7745,43.1686
2018-06-08,69.1204,159.0256,145.7811,397.2694,167.322,117.0429,103.6924,58.2687,66.4467,17.9782,38.38,37.5101,129.709,108.5069,60.4934,229.0196,42.9127,88.475,95.0308,29.4361,121.8376,125.7103,107.4959,43.6268
2018-06-11,69.1204,159.7619,144.8936,397.7385,167.2525,116.4879,103.4733,58.4668,66.6753,18.1378,38.57,37.7196,129.9285,108.8352,60.9697,229.1693,42.8034,88.7245,95.0308,29.4161,122.9701,124.865,107.1775,44.0551
2018-06-12,69.4088,160.528,144.6443,401.6508,166.8156,116.6266,103.0751,58.12,66.6654,17.8087,38.79,37.7296,130.6367,108.9048,61.3468,229.7479,43.2804,89.7027,95.3995,29.4461,122.8012,123.7413,106.879,44.1248
2018-06-13,68.2053,159.6624,144.3052,395.3732,164.9191,114.5056,102.8461,56.6735,66.3672,17.7588,38.7,37.0213,130.8761,107.9,60.0369,229.4187,44.0357,89.7526,93.845,29.6559,119.95,122.8463,106.0332,43.5172
2018-06-14,68.0163,160.7369,144.9933,400.4132,164.5517,113.1378,103.5032,56.3168,68.1166,17.5295,39.16,36.7919,131.5244,107.93,60.0369,229.6581,44.6419,90.1319,93.66,29.4561,120.78,123.8208,105.7446,43.8957
2018-06-15,67.3896,159.4534,146.16,401.3215,163.0225,114.2975,104.917,54.9198,66.4467,16.8415,38.4,36.5624,131.7538,108.92,59.3522,228.7203,44.304,89.7027,93.33,28.9565,119.03,125.5114,105.4162,44.822
2018-06-18,67.4294,157.6724,144.93,397.5589,162.1885,113.6929,104.5386,55.3458,66.3473,16.7518,38.43,36.6522,132.2127,107.83,58.9453,230.137,45.6655,88.455,92.87,29.2263,119.07,124.8551,104.6102,44.5631
2018-06-19,66.007,154.5283,144.59,396.8303,158.4252,110.2635,103.6725,54.2758,65.075,16.2133,38.35,35.884,130.8262,104.19,58.0423,227.0443,44.9202,86.0395,91.4,28.287,116.72,124.6164,101.5654,43.8758
2018-06-20,65.5395,154.2398,143.65,397.1197,156.4691,109.0246,104.678,53.6714,65.4825,16.2532,37.95,35.6346,132.9009,103.02,58.0125,228.0419,44.304,86.6084,91.61,27.7675,116.82,124.8252,101.0479,44.324
2018-06-21,64.9328,155.0855,141.56,394.6047,155.3669,107.0622,103.8417,52.3833,64.4786,16.313,37.02,35.1957,129.5295,100.95,57.0003,224.1112,44.632,86.4288,91.97,28.357,114.14,123.98,99.7245,43.2881
2018-06-22,66.6436,157.3441,138.87,395.3532,156.9655,110.0356,104.9568,52.5121,65.8006,16.3928,37.46,35.8242,131.2352,102.09,57.5262,226.8946,45.0195,88.7744,93.46,28.8566,115.28,124.6,99.7544,43.3778
2018-06-25,65.6291,154.0209,138.42,394.1755,154.6619,106.6657,104.6481,52.5518,63.0771,15.6948,36.99,35.8342,128.1031,100.31,57.7842,224.4304,43.7177,88.2354,91.96,28.1072,114.92,123.64,101.4161,43.1786
2018-06-26,65.9573,153.414,138.42,400.0041,154.7612,107.3397,105.365,52.7103,63.7332,16.2033,37.17,35.6546,127.4349,100.23,57.8239,221.8366,43.827,88.1855,92.52,28.0273,114.62,123.2,101.0977,43.0192
2018-06-27,65.261,154.7572,138.33,397.7385,154.0661,108.0731,104.6481,52.3833,62.61,16.8515,36.98,35.1757,128.0034,99.13,57.0698,219.2527,43.5487,88.455,93.41,28.0472,112.78,123.12,99.824,42.4315
2018-06-28,65.7981,155.8914,140.08,404.0761,154.93,108.3804,105.2555,51.9573,62.7,16.7418,37.0,35.1658,126.7267,99.7,56.6034,220.5596,44.0158,88.31,93.64,28.287,112.08,123.7,100.1424,42.2622
2018-06-29,65.5694,157.354,140.33,406.7708,155.73,108.876,103.2742,51.6006,62.5,17.2104,37.71,35.465,128.7315,99.96,56.5835,222.8043,44.1251,89.21,94.33,28.0273,111.79,123.96,101.5952,42.2821
2018-07-02,65.4202,157.4834,140.24,405.9623,155.49,106.5964,102.2288,51.2043,62.85,17.1107,37.55,35.6745,126.8962,99.45,56.4942,221.8765,43.1313,87.99,93.48,27.7675,112.37,123.56,100.0529,42.2223
2018-07-03,64.8035,156.3889,139.97,406.132,155.0,105.8134,101.5518,51.1349,61.68,17.021,37.64,36.0237,128.1929,98.53,56.1568,224.7996,43.986,89.16,96.62,27.5976,112.82,122.95,99.7146,42.2821
2018-07-05,65.7186,161.0653,140.74,409.0563,155.79,106.8739,102.3583,51.7096,63.0,16.9213,38.43,36.3629,129.1006,99.45,56.2759,225.468,42.7835,88.91,94.78,27.7775,112.72,124.5,100.0031,42.3718
2018-07-06,65.5793,163.2144,141.76,412.769,156.64,107.6073,102.5474,51.878,63.34,17.4597,37.83,36.7819,130.108,99.74,56.4843,226.9645,42.6145,89.78,95.54,28.0972,113.28,125.21,100.5703,42.561
2018-07-09,66.395,163.9805,142.05,414.3559,157.89,109.5499,103.4634,52.5617,64.17,18.058,37.79,36.9714,128.9709,100.83,57.2484,226.8747,43.3301,90.19,95.98,28.337,114.36,125.73,101.8141,42.6606
2018-07-10,67.4493,165.6322,142.91,418.0586,159.66,109.2129,104.3395,52.9778,64.73,18.058,37.91,37.56,127.0259,101.86,57.6652,225.468,43.3698,91.01,95.81,28.9065,114.34,128.94,102.2022,42.7204
2018-07-11,65.9474,163.2343,141.94,414.4656,157.41,105.7341,103.2941,52.3833,63.92,17.36,37.07,37.6698,126.8364,99.15,56.8614,225.6975,42.2965,88.58,94.68,27.9773,113.98,127.77,101.227,42.6008
2018-07-12,65.8976,165.0551,142.66,413.268,157.92,105.7737,103.3837,52.8292,63.87,17.29,37.13,37.7795,126.966,99.19,57.4469,225.1587,42.853,88.99,95.35,28.2271,114.81,128.16,101.7345,42.312
2018-07-13,66.007,165.9605,143.16,417.5695,157.33,106.4279,103.5331,52.6608,64.12,16.8,36.84,37.5301,125.8389,99.48,57.0003,226.2861,42.0481,88.34,95.57,28.1272,114.83,128.26,103.1475,42.6008
2018-07-16,65.3704,166.1993,142.62,416.0326,155.55,105.2781,101.9202,51.9771,64.01,16.77,36.5,37.3206,122.5972,98.61,56.6034,224.3905,41.9785,86.72,94.96,27.9573,114.29,127.38,102.4908,42.322
2018-07-17,66.7033,166.0202,143.72,423.5278,156.2,107.1514,104.9468,52.631,64.62,16.77,36.94,38.1586,123.3353,100.66,56.8514,224.8195,42.4655,87.75,96.97,28.4369,114.67,128.99,103.9635,42.561
2018-07-18,66.2358,164.1994,144.0,425.6936,155.94,107.647,106.2809,52.5617,65.61,17.08,37.18,37.989,124.1133,101.4,57.1988,225.2585,42.6145,87.0,96.74,28.4169,115.22,128.23,104.0232,42.7503
2018-07-19,65.7882,164.4282,141.9,428.2386,154.4,107.5974,105.9225,52.8193,64.67,15.8,37.01,38.1785,124.6121,100.72,57.3476,225.3383,42.535,86.61,96.21,28.1771,116.29,129.9,103.4659,42.8399
2018-07-20,65.4699,164.7466,140.91,425.2844,154.35,106.973,104.5386,52.3536,66.25,15.75,37.02,37.5002,123.5647,99.99,57.0598,223.6922,42.7735,86.65,93.9,28.297,115.7,128.94,103.4361,42.4415
2018-07-23,65.3505,161.0852,140.34,420.7433,153.87,106.6261,103.9512,52.205,66.72,15.83,36.57,37.7895,123.3253,99.45,56.7423,223.1535,43.0021,85.88,90.92,28.357,115.83,127.21,102.451,42.0032
2018-07-24,66.5641,162.5179,140.61,428.9372,155.29,107.4091,105.584,52.5617,67.82,16.07,37.13,38.0389,122.268,100.22,57.0201,223.6722,43.2605,86.39,90.9,28.9965,116.4,128.47,113.8046,42.0929
2018-07-25,67.1708,164.9755,141.6,436.4325,157.3,108.4498,108.7998,52.5518,67.98,15.86,37.47,38.0289,120.1933,101.71,56.7919,222.4252,44.0257,87.58,91.79,29.3262,116.34,129.14,111.7647,41.9435
2018-07-26,67.887,165.6123,142.7,448.1495,161.55,109.9662,110.1738,51.561,67.56,15.97,37.81,38.4579,116.4928,102.37,55.9583,206.3631,44.9897,88.48,93.06,29.8458,111.02,131.27,112.5707,42.6307
2018-07-27,68.0063,165.5924,140.95,442.8998,161.24,108.5192,108.9591,51.5412,67.61,15.99,36.89,38.6773,118.0787,100.89,55.6904,205.2158,44.2245,88.68,93.26,29.7558,109.35,131.22,111.904,43.6567
2018-07-30,67.688,164.5078,140.74,439.4166,161.23,108.1425,109.2578,52.2644,67.21,16.08,36.73,38.4878,116.9317,101.38,56.8514,201.2252,43.6779,89.15,92.42,29.6659,111.13,130.35,112.0334,43.7463
2018-07-31,68.4042,166.657,140.7,439.8657,164.17,109.8076,110.1738,53.2354,66.93,16.5,36.68,38.8769,111.715,103.62,57.5362,198.9506,44.145,89.88,94.2,30.0856,112.9,132.76,114.113,43.8957
2018-08-01,67.5985,164.6471,144.7,437.3906,162.04,109.1337,109.2478,51.9474,65.69,15.58,36.44,39.236,113.1313,101.88,56.6827,201.1753,43.8568,88.27,91.01,29.5061,111.9,132.38,112.8493,43.4475
2018-08-02,66.0866,163.095,146.34,437.5104,159.99,107.5082,108.8396,51.5511,64.54,15.43,36.23,40.4331,114.3782,100.03,54.9858,204.278,49.1935,86.54,92.02,30.0656,110.79,132.17,111.8144,42.7602
2018-08-03,66.4646,164.21,147.12,442.0115,159.96,111.1556,110.4625,52.0663,64.47,15.71,36.46,41.321,114.2086,101.99,55.3927,206.4728,48.7662,87.79,92.61,30.4253,111.39,134.2,112.5906,43.2184
2018-08-06,67.3996,157.96,148.17,443.5585,160.96,112.0079,109.8353,52.4131,64.01,15.4,36.21,41.3509,114.4979,101.78,55.8591,206.812,48.796,88.09,92.66,30.0756,110.91,134.1,113.0284,43.0192
2018-08-07,67.7776,157.03,148.96,443.2191,160.92,112.3945,109.4768,53.1066,64.54,15.36,36.07,41.6402,115.5252,101.71,56.2858,208.0491,48.4084,87.0,92.81,31.6743,112.2,134.23,111.7348,40.8378
2018-08-08,67.3001,157.05,148.42,442.79,160.65,112.0674,108.77,52.4626,64.44,15.39,36.16,41.3609,113.67,101.45,55.74,204.9564,48.2693,89.12,98.77,31.5144,110.73,134.26,110.8194,41.1267
2018-08-09,68.6529,157.15,147.84,443.1792,160.48,112.3747,109.21,52.6707,63.41,15.31,35.71,41.1514,112.6226,101.74,55.56,203.0409,49.442,90.24,100.76,32.034,111.56,134.45,110.889,41.296
2018-08-10,67.3797,154.79,146.86,442.1213,157.87,111.5718,107.46,51.6402,63.45,15.11,35.6,40.2236,110.2288,99.87,55.0,199.6589,48.965,87.76,98.5,31.4645,110.56,132.41,109.6154,39.6027
2018-08-13,66.2358,154.32,145.97,434.2967,162.44,110.5906,106.08,51.125,63.16,14.92,34.65,39.5552,110.0592,98.86,54.71,200.5268,48.16,85.83,95.63,30.3154,110.06,131.25,107.9636,39.4733
2018-08-14,67.2006,155.34,147.04,435.4843,164.33,112.1863,106.85,51.82,63.56,14.8,33.94,39.6051,111.0766,99.04,55.9,202.2727,48.0,85.63,97.33,30.6152,111.42,131.3,107.2869,39.7123
2018-08-15,66.1065,154.63,146.07,437.7599,164.21,109.7779,107.03,51.0,61.11,13.66,31.8,40.0141,109.5405,96.73,54.96,202.5521,47.09,83.79,95.54,29.626,108.48,131.16,106.471,39.5629
2018-08-16,66.7232,154.53,146.69,442.35,164.72,110.9573,107.9,51.61,61.76,13.77,31.6,40.2037,109.5505,97.31,55.12,202.0333,47.29,84.52,97.06,29.606,110.24,131.62,106.7795,38.8956
2018-08-17,67.4294,156.04,147.31,443.39,166.61,112.0971,108.42,51.97,62.38,13.97,32.06,40.5628,110.0592,97.69,55.32,202.5221,47.52,84.44,95.44,29.606,111.61,132.16,106.4212,38.796
2018-08-20,68.1158,158.29,148.29,444.06,166.99,112.9793,109.73,52.0,62.55,14.12,31.89,40.8222,109.7599,98.14,55.6,202.4822,48.81,85.11,95.54,29.7359,112.26,133.7,107.4362,38.6764
2018-08-21,68.4639,158.32,148.07,444.8,166.1,113.9208,111.08,52.37,63.8,14.32,31.95,40.9718,111.77,99.19,55.5,203.7393,48.22,85.59,94.84,29.4961,112.22,133.1,106.6999,39.2243
2018-08-22,68.3943,155.02,147.19,439.08,164.36,113.7523,110.6,51.66,63.79,14.53,32.32,40.5628,112.44,98.38,54.84,205.3455,48.66,85.43,94.53,29.4561,110.74,131.6,105.864,39.1645
2018-08-23,67.7477,154.9,147.16,439.82,164.42,113.0189,109.77,51.21,62.02,14.18,31.66,40.5828,111.1,97.72,54.82,202.8913,49.46,84.58,93.77,29.4061,110.11,130.83,104.8491,38.7561
2018-08-24,68.8419,156.21,148.93,447.39,165.97,114.0992,110.62,51.83,62.52,14.47,32.03,40.9918,111.61,98.99,55.4,205.2856,49.95,85.54,96.0,29.616,110.64,131.71,105.267,38.8059
2018-08-27,70.4334,158.05,149.82,455.04,167.29,114.9219,111.13,52.52,63.71,14.73,32.25,41.75,113.58,99.87,56.09,207.7897,50.63,86.36,96.89,30.5952,112.66,131.23,106.0332,39.6924
2018-08-28,70.3637,158.35,149.5,452.62,167.01,113.9506,109.87,52.2,63.83,14.66,31.84,41.5704,112.19,98.88,55.71,205.3654,50.71,86.37,96.94,30.815,111.57,130.4,105.8939,39.9215
2018-08-29,71.06,159.5,150.87,456.43,168.29,113.9605,111.66,52.44,64.09,14.67,31.74,41.74,113.38,98.73,55.94,206.4529,51.64,86.59,96.72,31.5644,112.77,130.27,105.9735,40.5789
2018-08-30,70.2,157.89,150.12,456.22,166.73,112.6423,110.66,51.73,62.79,14.15,31.05,41.74,112.15,97.7,55.53,203.3901,51.53,85.06,95.05,31.3046,111.37,129.88,104.6898,40.1207
2018-08-31,70.13,158.19,150.48,455.58,166.29,111.78,110.54,51.14,62.5,14.05,31.03,41.88,110.8,97.03,55.08,198.72,51.95,85.45,95.52,31.2446,109.92,130.29,104.66,39.9514
2018-09-04,69.72,156.18,150.64,459.35,164.34,111.01,109.88,50.95,62.21,13.48,30.09,41.42,110.68,96.62,54.14,198.71,51.85,83.02,96.57,30.805,109.25,129.59,103.98,39.3637
2018-09-05,70.05,156.14,152.47,461.66,165.39,111.67,110.6,51.43,63.63,13.67,30.13,41.95,110.0,97.8,55.18,199.6,51.24,83.48,96.45,30.51,111.75,127.72,105.28,40.3
2018-09-06,70.08,156.67,153.2,462.39,166.06,112.24,112.0,51.83,63.31,13.57,30.24,42.14,110.22,97.45,54.88,198.3,50.95,82.94,97.66,30.28,111.56,129.88,105.13,40.5
2018-09-07,70.0,155.03,153.35,462.52,164.85,108.63,111.51,51.71,63.24,13.18,30.13,42.42,110.82,97.1,54.98,196.26,50.93,82.17,97.19,29.94,111.91,127.06,105.38,40.25
2018-09-10,70.06,155.87,153.84,467.01,166.06,106.88,112.09,51.9,62.44,13.2,29.74,43.18,107.2,96.92,55.58,190.54,51.47,82.1,97.39,30.3,113.2,128.65,105.87,40.58
2018-09-11,70.08,157.08,154.9,469.43,166.64,106.54,112.59,51.6,62.7,13.04,29.63,42.79,109.09,95.87,55.28,192.5,52.33,82.49,98.84,30.93,112.64,127.31,105.6,40.56
