date,AAPL,MSFT,FB,GOOG,GOOGL,V,CSCO,INTC,MA,NVDA,ORCL,ADBE,IBM,ACN,TXN,CRM,QCOM,PYPL,AVGO,ADP,ATVI,INTU,MU,CTSH,HPQ,AMAT,ADI,FIS,EA,FISV,ADSK,TEL,EBAY,APH,GLW,LRCX,RHT,DXC,HPE,PAYX,AMD,NTAP,MSI,TWTR,GPN,XLNX,MCHP,FLT,WDC,KLAC,TSS,SWKS,BR,ANSS,VRSN,SNPS,TTWO,CTXS,STX,IT,CA,CDNS,AKAM,ANET,SYMC,FFIV,ADS,JNPR,QRVO,WU,FLIR,IPGP,XRX
2013-09-19,61.7788,29.7336,45.98,,449.6442,47.0197,20.9487,20.6026,66.3734,15.076,31.5071,51.869,163.3993,69.557,35.8764,53.38,59.2726,,37.3075,66.5425,16.6033,62.9357,17.161,40.7367,,14.8223,42.6245,43.7642,26.975,25.485,40.94,48.3467,22.9168,37.6433,13.256,46.7639,53.59,,,34.8691,3.95,40.1519,53.7099,,24.8727,42.2135,35.6054,110.73,56.9424,43.0875,28.5537,24.2683,28.3334,86.65,51.9,38.07,17.43,60.7848,31.5982,58.68,26.1579,13.88,52.77,,18.2619,93.1,206.4775,20.3576,,15.9635,30.0003,59.6,23.4629
2013-09-20,61.1392,28.9832,47.49,,452.0066,48.0146,20.8593,20.4768,66.3125,14.9529,31.6559,52.31,160.5519,69.3507,35.6346,52.76,58.9312,,38.104,66.3198,16.4956,63.3337,17.23,40.5691,,14.6794,42.2853,43.5042,26.54,25.4595,41.0,48.0841,23.1272,36.7247,13.0777,46.2665,53.22,,,34.7673,3.83,39.1372,54.3398,,24.9026,41.6522,35.4205,110.68,56.3146,42.731,28.219,24.2304,28.2518,86.06,51.7,37.94,16.99,60.5857,31.6249,58.53,26.1579,13.61,52.711,,18.2076,93.618,205.8103,19.949,,15.794,29.4777,57.97,23.2338
2013-09-23,64.1777,28.9382,47.19,,443.6932,47.3891,20.6593,20.3485,66.0466,14.8062,31.5536,51.8,161.3714,68.4897,35.5906,52.35,58.863,,38.3329,65.1614,16.4664,62.9262,17.05,40.6332,,14.7356,41.902,43.1792,26.19,25.225,40.76,47.4503,23.0473,37.0309,13.2115,46.3792,52.93,,,34.4959,3.79,39.1916,54.3218,,24.6734,41.1926,35.4998,109.87,55.952,42.745,28.0469,24.4861,28.4422,85.94,51.17,37.5,17.23,59.2319,31.2773,59.26,25.9535,13.55,51.979,,17.9186,89.17,204.9174,19.4928,,15.794,29.0858,57.06,23.0963
2013-09-24,63.9763,28.6863,48.45,,443.8634,46.6888,20.5444,20.4217,66.2767,14.863,31.2747,51.42,160.5096,67.3954,35.4543,52.14,58.4619,,38.8272,65.0011,16.4373,62.4998,17.04,40.8599,,16.0755,42.0606,43.4856,26.55,25.4525,40.82,47.3778,23.2198,36.9974,13.2649,47.8601,46.73,,,34.5298,3.8,38.8473,53.9799,,24.7132,41.2986,36.0367,110.42,57.1989,42.6543,27.9035,24.4577,28.551,86.0,51.62,37.42,18.04,57.5676,31.9343,59.57,25.7662,13.6,51.93,,17.8816,87.07,206.7326,19.1981,,15.8618,29.4684,56.73,23.6233
2013-09-25,62.9861,28.7304,49.46,,439.0536,46.259,20.7912,20.4174,64.978,14.8867,31.4886,51.87,160.0872,68.2744,35.4578,52.47,58.6667,,38.6441,64.6179,16.4616,62.7841,16.97,40.9832,,16.4395,41.9196,43.3649,26.6,25.355,40.669,47.4774,22.8158,37.2175,13.3006,48.791,46.89,,,34.428,3.91,38.7114,53.8539,,24.8826,41.2633,35.5174,110.93,57.8621,42.8915,27.8748,23.7901,28.4694,86.7,51.24,37.5,18.35,57.1375,33.5158,59.24,25.8301,13.57,52.08,,17.9975,87.99,205.5846,19.1031,,15.6839,29.0951,57.31,23.8753
2013-09-26,63.5996,28.9647,50.39,,439.5241,46.742,20.2295,20.1675,65.5234,14.8346,31.4328,52.1,160.7209,68.0502,35.5115,53.32,58.7691,,38.6991,64.9743,16.515,62.8788,17.47,40.9092,,16.375,41.8051,43.2999,26.15,25.235,41.94,47.2329,23.8385,37.3084,13.3184,48.4438,46.62,,,34.6062,3.89,39.0738,53.8719,,25.1218,41.3605,35.7286,110.1,56.211,42.5287,28.1616,23.6812,28.5872,87.72,51.73,37.87,18.42,57.3844,32.9581,59.7,25.7577,13.54,52.77,,18.1496,88.1,207.2134,19.1506,,15.7601,29.3751,58.27,23.9157
2013-09-27,63.1457,29.4066,51.24,,438.6332,46.6188,19.8551,19.7971,65.9363,14.7494,31.4049,52.03,157.9326,66.4536,35.318,52.43,57.4976,,39.0927,64.6535,16.3305,63.021,17.62,40.7663,,16.2183,41.3117,43.2163,25.95,25.2725,41.79,47.0518,23.4766,37.0979,13.1312,47.9933,45.95,,,34.2245,3.86,38.5755,53.7639,,25.1567,41.1395,35.4734,111.17,56.211,42.4938,28.0278,23.454,28.6235,86.49,51.18,37.61,18.12,56.381,33.2407,59.98,25.5959,13.55,51.75,,17.9106,86.8,205.3491,18.9605,,15.794,29.2258,57.33,23.8926
2013-09-30,62.3609,29.4154,50.23,,438.393,46.1479,19.941,19.7463,65.0592,14.7305,30.8378,51.94,156.4624,66.05,35.4323,51.91,57.4464,,39.4406,64.4932,16.1946,62.8315,17.469,40.4804,,16.1547,41.4527,43.1235,25.55,25.2625,41.17,46.8888,23.4829,37.0213,13.0064,48.0496,46.14,,,34.4704,3.81,38.6118,53.431,,25.4506,41.4144,35.4645,110.16,56.282,42.452,28.133,23.5203,28.7867,86.52,50.89,37.7,18.17,56.2297,33.4317,60.0,25.2638,13.51,51.7,,17.9251,85.808,207.498,18.875,,15.811,29.3004,56.35,23.7083
2013-10-01,63.8272,29.6806,50.42,,443.9455,46.6598,19.923,19.6679,65.5437,14.721,31.1446,52.43,157.4764,66.2115,35.529,52.63,57.5915,,39.7519,64.2971,16.4082,62.9641,17.61,41.0275,,16.0985,41.5055,43.5321,26.42,25.635,40.49,47.1514,23.5565,37.1361,13.1401,48.425,45.74,,,33.9115,3.86,39.0013,54.7897,,25.2613,41.776,35.4734,111.37,56.8501,42.5496,28.1999,24.202,29.3035,87.76,51.23,37.84,18.38,56.4845,34.1499,59.78,25.4852,13.6,52.42,,17.8527,88.97,210.3337,19.1506,,15.8448,29.5431,57.41,24.1691
2013-10-02,64.0365,29.9811,50.28,,444.439,46.3218,19.9916,19.7153,65.4006,14.7115,31.3119,51.52,156.2766,65.9334,35.4059,53.15,57.7536,,39.7428,64.1724,16.2965,62.9641,17.665,41.2888,,16.1354,41.2324,43.6899,25.62,25.4475,42.55,47.1333,23.4134,37.1026,12.9529,48.2092,45.27,,,33.8767,3.9,38.8111,54.6187,,28.1462,41.2898,35.1125,113.6,57.294,42.5217,28.3911,23.8517,29.2038,87.15,51.62,37.64,18.2,56.3651,35.1048,59.62,25.332,13.36,52.22,,17.7585,89.88,209.9118,19.1791,,15.8364,29.5804,58.36,24.2152
2013-10-03,63.232,29.9281,49.183,,438.483,45.5563,19.7216,19.4697,64.6995,14.5601,30.9028,50.88,155.3472,65.6016,35.3716,52.0,57.2672,,39.6421,63.3526,16.1752,62.3767,18.015,41.1754,,15.9695,40.8095,42.7799,25.08,25.08,42.15,46.6987,23.1104,36.4807,12.7479,48.0496,44.91,,,33.5205,3.9,38.1407,54.4928,,28.4102,41.0688,34.7692,111.15,56.9478,42.152,27.827,23.596,28.8955,85.23,51.18,37.31,17.731,54.8441,34.8069,59.36,24.8892,13.25,51.16,,17.5775,88.45,208.4792,19.1316,,15.8025,30.1962,58.99,23.9617
2013-10-04,63.1823,29.9458,51.04,,436.6112,45.9982,19.7344,19.6507,65.1124,14.7589,30.9868,51.57,155.5499,65.7092,35.1157,52.83,58.0438,,39.8252,63.7269,16.3888,62.822,18.47,41.8261,,16.1907,41.3998,43.2256,25.76,25.25,42.49,47.1967,23.3924,36.5955,13.0421,48.8004,45.05,,,33.5459,3.91,38.2947,55.0146,,28.3654,41.2368,34.6723,112.04,57.729,42.4171,28.1138,24.2778,28.9771,85.94,51.61,37.59,17.83,56.1262,35.0437,60.01,25.1787,13.4,52.32,,17.9903,91.54,213.7679,19.8159,,15.9126,30.2429,61.39,24.2613
2013-10-07,63.7997,29.4331,50.515,,433.3029,44.996,19.623,19.6679,64.4678,14.7589,30.6416,50.82,153.7841,64.893,35.0541,52.16,57.3355,,39.3674,63.2814,16.0295,62.7651,18.485,41.4564,,16.3796,41.0915,42.622,25.25,24.855,41.69,46.6081,22.9673,36.2702,12.9084,48.5658,45.45,,,33.6392,3.86,37.9776,54.7897,,27.3191,41.0246,34.7516,111.81,57.1697,42.3892,27.674,23.9464,28.7142,84.65,50.84,37.0,17.41,56.1023,34.5013,59.51,24.9232,13.19,51.67,,17.9758,92.02,211.9331,19.5403,,15.6754,29.9723,60.44,23.9617
2013-10-08,62.9089,29.1768,47.14,,427.2618,44.0784,19.4044,19.3664,63.287,14.6358,30.2031,49.58,151.0043,63.7629,34.5089,50.14,56.6187,,39.0012,62.5864,15.8936,62.1474,17.925,40.51,,16.1308,40.2633,42.0092,24.07,24.635,40.39,45.9561,22.2939,35.8013,12.4805,47.6179,43.3,,,33.5544,3.72,37.733,53.6469,,26.776,40.3263,34.2322,104.57,56.2642,41.6497,27.2436,23.5487,28.5872,83.61,49.68,36.45,16.8,53.8407,34.2186,58.49,24.5401,13.03,50.0,,17.9179,88.79,211.4621,19.3692,,15.4466,29.6644,59.89,23.3627
2013-10-09,63.6477,29.2298,46.77,,428.3579,44.3971,19.2886,19.4611,63.6122,14.4086,30.0351,49.45,153.2011,63.8719,34.5529,49.91,56.0726,,38.635,62.622,15.8062,62.0429,18.15,40.4114,,15.9787,40.2545,41.6935,24.15,24.59,39.96,45.1955,22.0245,36.2127,12.4894,47.4584,43.1,,,33.4357,3.65,37.5156,53.44,,27.055,40.3882,34.1706,103.09,56.0334,41.4822,27.2532,23.3877,28.288,83.54,49.69,36.36,16.84,53.0842,34.2874,57.68,24.4379,13.325,49.3,,17.8672,87.9,209.9903,19.0176,,15.2094,29.5431,60.25,23.524
2013-10-10,64.0467,29.8397,49.05,,434.5541,45.648,19.7258,19.9005,65.6796,14.5648,30.7815,51.165,156.116,64.7626,35.2828,51.54,57.0368,,39.8343,63.9853,16.5538,62.5276,18.43,41.5057,,16.4809,41.1003,42.6499,25.22,25.105,40.61,46.4813,22.4833,36.4472,12.8905,49.478,42.87,,,34.0888,3.79,37.6877,54.5377,,27.4935,41.3517,34.932,107.08,58.1729,42.6962,27.9035,23.7475,29.0224,85.63,51.15,37.18,17.05,46.7851,35.1736,58.95,24.9062,13.68,51.06,,17.9179,89.22,216.2308,19.0176,,15.5737,30.0469,61.12,24.5377
2013-10-11,64.4619,30.1667,49.11,,436.431,46.4135,19.9573,20.034,66.2206,14.4465,31.0335,52.19,157.2905,66.0803,35.5115,51.07,57.6427,,39.6329,64.609,16.5829,63.6014,16.84,43.7979,,16.5869,41.391,42.8728,24.72,25.4325,41.05,47.0699,22.8831,36.8634,12.8816,49.5793,42.82,,,34.5553,3.83,37.6605,54.4568,,27.5283,41.7928,35.2973,106.59,59.2381,43.031,28.2955,23.7191,29.2854,86.16,51.31,37.68,16.84,47.0479,35.3493,59.07,25.1361,14.05,51.89,,18.1641,90.5,219.3511,19.1791,,15.5991,30.4855,61.52,24.5147
2013-10-14,64.8841,30.4496,49.51,,438.4931,46.713,20.0087,20.202,66.6968,14.6642,31.0521,52.63,157.9749,66.0349,35.661,51.17,57.8134,,40.4935,64.9209,17.3111,64.0765,17.07,43.4873,,16.6791,41.6465,42.9749,24.59,25.5925,41.0,47.2691,23.0515,36.8873,12.846,50.0204,42.84,,,34.691,3.97,37.8055,54.9157,,27.6479,41.9439,35.5526,106.1,61.1636,43.8612,28.831,23.8706,29.6662,85.91,51.69,37.96,17.12,46.6179,36.1591,59.08,25.349,14.29,51.89,,18.2365,90.21,221.4018,19.5878,,15.8279,30.9521,61.7,24.5608
2013-10-15,65.2294,30.4849,49.5,,441.446,46.2131,19.8716,20.1503,66.4345,14.5885,30.5576,51.93,156.0231,65.0716,35.3971,50.72,58.1718,,40.0449,64.4397,17.2431,63.4398,16.92,42.3486,,16.4211,41.1708,42.3713,23.97,25.485,40.89,46.3727,22.7148,37.0548,12.7211,49.3823,42.61,,,34.5383,4.02,36.8723,54.4298,,27.5782,40.9892,34.822,106.79,60.6496,43.2194,28.4485,23.5297,29.4667,84.41,51.64,37.41,16.94,45.503,35.8917,58.47,25.1106,14.1,51.31,,18.0772,87.55,219.6847,19.0746,,15.6923,26.6783,61.4,24.3304
2013-10-16,65.5478,30.6175,51.135,,449.4635,47.2418,19.713,20.4131,67.3163,14.7683,30.8095,51.91,157.7721,65.8259,35.836,52.58,58.7691,,40.7407,65.6872,16.8159,63.6679,16.96,41.7472,,16.5491,41.6201,43.2813,24.21,25.9275,40.78,46.8254,22.5254,37.8203,12.8549,50.2456,43.6,,,34.92,4.09,36.6368,54.6277,,28.0864,41.4843,35.1301,110.41,61.5329,43.8333,28.831,23.8507,29.7387,85.36,52.08,37.83,17.02,45.5587,36.6855,59.38,25.3362,14.25,51.81,,18.1967,88.52,221.2546,19.987,,15.7516,26.473,61.59,24.5608
2013-10-17,65.9907,30.865,52.21,,444.8414,47.8818,19.5295,20.6069,68.2009,14.7967,30.6696,52.065,147.7175,66.2076,35.7445,53.01,58.624,,41.29,66.0079,17.0791,64.6181,17.145,42.3683,,16.6652,41.8668,43.3278,24.53,26.0575,40.41,47.5227,21.6247,38.8106,13.2204,50.2269,43.53,,,35.1151,4.09,36.955,54.8167,,27.8771,40.123,35.3765,111.3,62.5494,44.5693,28.7736,23.293,29.9563,84.57,52.1,37.98,17.15,45.5906,37.0186,60.09,25.5619,14.42,52.04,,18.1713,85.922,222.8049,19.6543,,15.5144,27.0516,62.53,24.8833
2013-10-18,66.5649,30.9004,54.22,,506.2097,48.4058,19.6838,20.5681,69.2221,14.9671,30.6976,52.63,146.8304,66.2348,35.8017,54.1,58.3697,,42.1689,66.1059,17.0781,65.3213,17.029,42.2796,,16.633,41.9901,43.9778,25.03,26.155,40.28,48.5097,21.9698,39.3896,13.3719,50.5366,43.29,,,35.3102,3.53,37.6188,54.7177,,28.3206,40.2202,35.4734,112.49,63.7034,44.967,28.9936,23.596,30.1104,86.38,53.08,38.19,17.22,45.5985,38.2295,60.71,25.63,14.48,52.145,,18.3886,87.81,226.7396,19.7874,,15.811,27.4622,62.58,25.1368
2013-10-21,68.1963,30.9269,53.85,,502.1517,48.3068,19.6573,20.7921,69.4785,15.005,30.7442,53.08,146.053,66.8256,36.0479,55.1,58.6838,,43.0753,66.5604,16.9519,65.5779,16.565,42.743,,16.4671,42.0694,44.1728,24.5,26.3425,40.02,48.6003,21.8604,39.3943,13.4521,50.5553,42.59,,,35.8445,3.37,37.8735,55.0506,,28.7092,40.7241,35.6494,112.32,64.1917,44.9496,29.1561,24.2399,30.736,87.68,53.0,38.11,17.15,45.3119,38.5733,61.18,25.6811,14.525,52.2,,18.4031,90.11,228.2507,19.8159,,16.0397,26.9676,63.2,25.3672
2013-10-22,68.0008,30.5645,52.675,,504.0035,48.2923,19.4172,20.737,69.5598,14.9293,30.6976,53.17,147.8358,67.2073,35.4235,54.28,58.8118,,42.9105,67.2286,17.0878,66.015,16.76,42.6838,,16.6523,41.9725,44.5164,25.23,26.5575,40.0,48.7904,21.8141,39.2269,13.6839,50.743,42.91,,,36.2347,3.18,37.0187,54.3758,,29.4914,41.0785,35.667,113.36,64.1206,45.2216,29.3091,23.9558,31.0806,87.57,53.27,38.4,17.28,45.1207,37.5419,61.09,25.8514,14.565,53.39,,18.2583,90.65,227.9661,19.3502,,16.2177,27.0889,64.22,25.252
2013-10-23,68.6669,29.8397,51.9,,516.2192,48.0291,19.0786,20.4475,68.8136,14.6746,30.511,53.06,148.5117,67.0528,34.9398,53.34,57.2075,,41.5555,66.9257,16.9033,65.7395,16.551,42.4324,,16.034,40.9505,44.2006,24.61,26.34,39.49,48.4192,21.7724,39.0212,15.6184,48.9975,42.35,,,36.1838,3.14,35.5183,56.1484,,29.3768,39.6721,34.2762,111.09,62.2387,43.9868,28.6971,22.5734,31.0624,86.6,53.12,37.98,16.99,44.6509,36.7321,60.49,25.7918,14.51,51.87,,17.8309,86.31,228.9474,18.1052,,16.3109,26.8556,63.05,24.7221
2013-10-24,69.576,29.8044,52.445,,513.2878,48.9998,19.181,20.4863,70.1415,14.5648,30.8562,54.21,150.2269,66.7983,35.0717,54.38,57.1222,,41.6471,67.193,16.8062,66.3476,16.83,42.6937,,16.4211,41.3646,44.0892,24.74,26.4,40.2,48.6637,22.0288,38.892,15.5827,49.7389,43.75,,,36.3449,3.23,35.7274,56.2474,,29.7157,39.6279,34.3203,110.41,62.6204,44.4612,28.9266,22.4503,31.407,86.99,53.09,35.85,17.06,46.8169,37.0988,60.61,25.8769,13.01,46.06,,15.5641,85.152,231.371,17.668,,16.4126,26.7436,62.41,22.1416
2013-10-25,68.7975,31.5809,51.95,,508.1076,49.0361,19.2501,20.8783,70.0535,14.4275,30.9308,53.81,149.4243,66.8983,35.3795,54.56,58.2571,,41.7752,67.2821,16.8354,66.9368,16.58,42.7282,,16.3151,41.1884,44.0521,24.75,26.575,39.87,48.5369,21.732,38.8824,15.4668,51.4,43.4,,,36.4722,3.34,35.8184,56.6793,,29.7456,39.46,34.2146,109.58,64.4757,44.5659,28.7258,22.5923,31.6246,87.41,53.76,36.25,17.34,46.1719,38.0462,60.94,26.7369,12.79,45.88,,15.9551,82.709,230.066,17.7725,,16.3448,26.6317,63.65,22.372
2013-10-28,69.31,31.4395,50.229,,508.0075,49.0409,19.3315,20.986,70.6497,14.3991,30.9215,53.93,149.8467,67.5435,36.0655,53.49,58.4875,,41.6654,67.4247,16.7965,67.3169,16.72,43.7929,,16.3381,41.8315,43.5878,24.83,26.665,39.67,48.1566,21.873,38.6241,15.4223,50.7524,43.59,,,36.7012,3.32,36.0912,56.1844,,29.8004,39.292,34.69,108.47,64.2982,45.1728,28.7067,22.9521,31.679,87.8,53.56,36.46,17.68,45.941,38.0844,61.1,26.7795,12.81,45.78,,15.9624,84.28,229.2025,17.9151,,16.3532,26.2864,64.27,22.5102
2013-10-29,67.5836,31.3953,49.395,,518.6381,49.321,19.5673,21.1264,70.8917,14.4181,31.4534,54.86,153.877,68.0798,36.9957,53.7,58.8203,,41.9309,68.0306,16.1072,67.9251,17.495,44.0542,,16.5915,43.3205,45.7514,24.13,26.66,40.3,47.9845,22.4496,38.7245,15.6095,51.5595,44.07,,,36.7012,3.33,36.1594,56.4454,,29.905,40.1318,35.469,111.24,64.5734,46.1774,28.7641,23.2977,32.0598,87.91,54.0,36.38,17.95,45.5587,36.862,60.89,27.0435,12.87,46.57,,16.0276,84.16,231.6555,18.0577,,16.3024,26.6783,64.86,22.6024
2013-10-30,68.6586,31.413,49.01,,515.7252,49.2196,19.4644,21.1023,70.2374,14.4086,31.2854,54.1,152.2125,67.4799,36.9603,52.79,58.9142,,41.0611,66.204,16.1276,67.9061,17.39,43.1127,,16.4717,42.9769,45.3057,26.0,26.2975,40.04,46.2187,22.1908,38.4757,15.1548,50.9964,43.39,,,36.171,3.3,35.4001,56.0134,,29.7904,39.8313,35.1653,107.16,64.9906,45.9193,28.8693,23.1794,31.9328,87.64,54.21,36.35,17.14,45.4074,37.817,60.11,27.069,12.59,45.55,,16.4187,83.49,231.0275,17.7535,,14.2773,26.6223,64.81,22.6254
2013-10-31,68.3716,31.2937,50.205,,515.8053,47.493,19.3401,21.0807,69.4069,14.3793,31.2574,54.22,151.4183,66.7983,37.2836,53.36,59.2982,,41.5921,66.85,16.1946,67.8585,17.68,42.8514,,16.4533,43.435,45.2685,26.25,26.1825,39.9,46.6262,22.1845,38.4135,15.2351,50.926,43.27,,,36.1411,3.34,35.291,56.2564,,29.6359,40.1574,37.8148,115.35,61.8125,45.7658,28.525,24.4293,31.8784,87.45,54.28,36.42,17.91,45.2163,37.1981,58.95,27.0435,12.965,44.755,,16.4802,81.535,232.6073,17.7155,,14.4214,26.5757,66.27,22.9019
2013-11-01,68.0221,31.3998,49.75,,514.0335,48.0943,19.3444,20.9558,71.3795,14.4417,31.2854,54.61,151.4352,66.3439,37.2349,53.96,59.648,,40.9421,67.1039,16.215,67.7825,17.575,43.1521,,16.3105,43.7698,45.0828,25.63,26.2125,41.89,46.3727,21.8604,38.2413,15.2707,50.3207,43.23,,,35.9059,3.31,35.5865,56.1394,,29.7456,40.0257,37.4451,114.16,62.0078,45.2705,28.4294,24.5902,31.9419,87.42,54.19,36.15,17.97,45.2482,37.5878,59.19,27.0136,12.995,45.065,,16.4911,79.43,232.3326,17.5634,,14.8111,26.4824,60.1,23.0862
2013-11-04,68.9011,31.7666,48.22,,513.5661,47.4326,19.3572,20.8955,70.5006,14.0299,31.4534,55.39,152.3139,66.0803,37.1995,55.58,59.3664,,41.2351,67.2821,16.3499,67.8585,17.89,42.812,,16.3565,43.3117,45.0735,25.73,26.275,41.8,46.9975,21.6205,38.4135,15.3866,50.4521,43.1,,,35.9102,3.32,35.2364,56.4274,,29.915,40.3368,37.5155,114.4,63.9786,44.9775,28.4485,24.4387,31.824,88.32,54.37,36.19,18.35,45.9171,37.6336,58.85,27.1286,13.07,45.67,,16.5925,79.55,235.0603,17.5539,,14.6078,26.5757,60.24,23.4779
2013-11-05,68.7309,32.3853,50.105,,511.2708,47.662,19.773,20.8955,71.273,14.011,31.2574,54.79,150.2692,66.6711,37.1197,55.69,58.8843,,41.2259,67.2821,16.0489,68.1911,17.67,44.1627,,16.3704,43.8667,45.0178,25.56,26.1725,41.71,46.8707,21.4984,38.1791,14.7091,50.8181,42.93,,,35.8375,3.33,35.0182,56.4004,,29.8004,40.0168,37.5507,116.27,63.1974,44.6286,28.3625,24.4387,31.6064,87.49,54.3,35.86,18.24,45.6861,37.0301,58.45,26.9498,13.07,45.21,,16.4259,79.74,235.5215,17.6395,,14.6332,26.669,63.0,23.6853
2013-11-06,68.5363,33.7465,49.12,,511.8864,48.0605,19.9573,21.0825,71.0301,14.1057,31.7892,54.88,152.2145,68.1979,37.3323,55.23,59.5115,,41.5372,67.5672,16.0489,68.6473,17.5,44.7,,16.5132,43.9901,45.0364,25.74,26.3275,42.02,47.3778,22.4244,38.6958,14.7537,50.7524,44.07,,,35.8375,3.32,35.2546,56.3734,,30.1541,40.0791,37.8236,114.71,63.3572,45.103,28.6111,24.7891,31.28,89.03,54.31,36.42,17.83,47.5655,37.0301,58.5,27.2393,13.2,45.16,,16.7518,81.2,238.6418,17.782,,14.6078,26.4637,63.0,23.7544
2013-11-07,67.4275,33.1454,47.56,,504.479,47.3553,19.8116,20.9207,69.8154,13.7696,31.7239,53.168,152.9026,68.6614,36.8982,54.35,57.2502,,39.9716,67.1217,16.3451,68.1151,17.719,44.1183,,16.0018,43.2941,44.2471,25.33,25.9645,41.76,46.8435,22.1256,38.404,14.5397,48.8849,43.2,,,35.7349,3.28,35.8729,56.2294,44.9,29.8701,39.5457,37.1106,111.18,62.347,44.5519,28.4676,23.9085,31.6155,84.18,53.29,36.11,17.399,47.5416,36.2669,57.82,26.9583,12.98,44.481,,16.5345,80.39,232.99,17.7535,,14.7349,26.3331,61.98,23.2475
2013-11-08,68.489,33.3929,47.53,,508.523,47.8842,20.1545,20.9477,71.0881,14.7305,32.0505,54.84,152.8941,68.3797,37.1906,55.49,57.5574,,40.6034,67.7276,16.5723,68.8753,18.105,44.4781,,16.3565,43.8755,44.8692,25.7,26.405,42.76,47.2873,22.3065,38.9159,14.7804,49.5981,43.32,,,36.0941,3.27,36.2912,56.7963,41.65,30.3036,39.6702,37.7532,113.6,63.6235,45.2077,28.8597,24.0032,32.7307,84.4,54.15,36.31,17.51,47.6133,37.138,60.24,27.1882,12.9,45.27,,16.7735,82.02,238.2984,18.3143,,14.5823,27.1169,64.8,23.7313
2013-11-11,68.2901,33.225,46.2,,505.8003,48.1208,20.0988,21.0164,71.7356,14.8535,32.0692,56.18,155.349,68.6069,37.0223,56.12,57.7024,,40.4752,67.5049,16.4956,68.6805,18.27,44.7197,,16.4026,43.7522,44.7485,25.99,26.345,43.48,46.916,22.2308,38.7963,14.7893,49.4761,44.27,,,35.9359,3.34,36.2549,57.1472,42.9,30.4182,39.1857,37.8148,114.86,63.5259,43.7984,28.9362,23.8138,32.5494,83.95,54.3,36.44,17.95,47.9637,36.9221,60.78,27.3244,13.0,45.24,,16.8098,82.86,240.0351,18.1242,,14.6162,27.3129,67.77,23.6853
2013-11-12,68.4166,33.0217,46.605,,506.3959,47.8794,20.3431,21.2433,71.3988,14.8772,32.3771,56.24,155.5104,69.343,37.0754,56.71,58.4619,,41.3175,67.4692,16.6121,68.8088,18.63,45.1781,,16.2552,43.9196,45.2314,26.44,26.4075,43.61,47.0065,22.235,38.9303,14.9141,49.1476,44.6,,,36.0855,3.44,36.5549,57.8041,41.9,30.6225,39.6168,38.2901,114.82,64.0319,44.1752,29.2135,24.202,32.903,83.92,54.73,36.236,17.86,48.537,36.8528,61.33,27.3585,12.77,45.11,,16.6939,84.13,239.5641,18.6279,,14.8111,27.0982,69.68,24.6299
2013-11-13,68.4987,33.7244,48.71,,516.7512,48.3415,20.5703,21.3912,71.1859,15.289,32.657,57.55,155.9181,70.3518,37.5538,57.21,59.759,,41.5463,68.1197,16.8159,69.3315,18.92,45.7598,,16.2828,44.3601,45.9185,26.42,26.7975,43.54,47.2691,22.3192,39.0834,15.1114,49.1289,46.37,,,36.5687,3.54,37.5461,57.993,42.6,31.0511,39.9457,38.2329,116.99,64.3071,44.6007,29.3952,24.6281,32.9846,84.58,55.1,36.53,18.05,46.2038,37.5927,62.27,27.9546,12.84,46.53,,16.7772,84.64,243.8128,18.3333,,14.8365,27.5461,69.42,25.4363
2013-11-14,69.4889,33.6059,48.99,,518.1326,48.431,18.3156,21.2042,71.965,15.3553,32.0785,57.17,154.7799,70.0337,37.7664,56.99,60.7744,,39.3216,68.583,17.1849,69.5215,19.19,46.0605,,16.1815,44.3698,46.7635,25.96,26.8,44.13,46.7349,22.256,39.5761,15.0576,49.0913,46.32,,,36.8722,3.52,37.346,58.11,44.69,31.4199,38.2124,38.2197,117.49,67.3342,44.0035,29.6725,24.6849,32.9574,84.14,55.81,36.47,18.0,43.7685,38.6218,63.06,27.8268,12.82,46.17,,17.0125,84.05,246.5504,18.4378,,14.7857,27.621,68.02,25.4133
2013-11-15,69.072,33.4468,49.01,,517.2968,48.8787,18.4614,21.3216,72.81,15.308,32.5823,57.35,155.6123,70.9062,37.6956,57.31,61.5851,,40.8414,68.9038,17.2043,70.0062,19.461,46.5189,,16.1446,44.6597,47.3021,24.06,27.1525,44.11,47.4412,22.1382,40.2364,15.2549,49.3729,47.1,,,37.0518,3.5,37.6643,59.0008,43.98,31.6442,38.808,38.3869,118.2,67.0679,44.6359,29.596,24.5523,33.0299,84.49,55.65,36.51,17.99,45.3119,37.7238,63.49,27.9716,12.67,45.76,,17.0777,84.62,244.431,18.856,,14.1502,27.6397,68.26,25.4363
2013-11-18,68.2349,32.8802,45.83,,516.2908,48.3705,18.2513,21.3912,73.0316,14.9387,32.5917,56.6,156.6996,71.3606,37.5981,55.51,61.3888,,40.2463,68.9305,17.015,69.7591,19.29,46.1098,,15.6101,44.1487,46.9771,24.12,27.3725,43.3,47.5408,21.9193,40.5617,15.0487,48.3499,46.56,,,37.1373,3.47,36.8914,58.8659,41.14,31.7539,38.9058,38.1581,118.03,65.9227,44.1792,29.4526,23.9842,33.0662,84.53,55.49,36.35,17.51,45.5269,37.3846,64.21,27.8864,12.805,45.73,,17.1248,83.89,243.7343,18.6184,,14.1672,27.5087,70.64,25.5515
